exhibitor_name,domain,contact_number,mail,location,country,booth_no,desc,linkedin_url,city,profile_url,event_date,event_venue,source_url,source_year,organization_id
IDEAL INDUSTRIES EMEA,idealelectricalinc.com,+44 192 5444446,europe@idealindustries.com,"Unit 3, Europa Court, Europa Boulevard Westbrook Warrington, WA5 7TN, Cheshire, United Kingdom",United Kingdom,Hall B5 | 513,"IDEAL Electrical has been supporting electricians for more than 100 years, delivering innovative tools, connectors, test equipment, and installation solutions trusted by professionals around the world. A global manufacturing organisation founded in 1916, IDEAL Electrical serves customers across multiple continents with a portfolio of more than 2,200 electrical products and a long-standing reputation for quality, reliability and innovation. Designed with electricians in mind, our products help improve workmanship, increase installation speed, and deliver dependable performance across residential, commercial, industrial, and data infrastructure applications. From industry-leading wire connectors and hand tools to advanced test and measurement equipment, cable installation solutions, and electrical accessories, IDEAL products are engineered to help professionals work safely, efficiently, and with confidence every day. Visit us in Hall B5 on stand 513 to discover the breadth of our product range and meet Jörn Weische (Business Development Manager Deutschland), Yannik Roth (Business Development Manager Deutschland), Kathrine Jensen (Marketing Executive) and Andy McManus (Marketing Manager). • Wire Connectors – Lever, Push-In and SpliceLine in-line wire connectors • FT-45 Feed-Thru modular plug solution – part of our extensive data tools and accessories range • 3rd Generation SureTrace™ Circuit Tracers • Hand Tools – wire cutter and strippers • Fish Tapes and Wire Cable Lubricants",,Cheshire,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--IDEAL-INDUSTRIES-EMEA--141150,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,141150
IDROSFER S.R.L.,idrosfer.com,+39 016 3852716,idrosfer@idrosfer.it,"Via Matteotti 145 d, 28077, Prato Sesia, Italy",Italy,Hall A1 | 155,"Idrosfer S.r.l.has been operating in the field of manufacturing brass ball valves, industrial and artistic component for over 45 years. As a result of outstanding reliability, hard work and innovation Idrosfer offers a different, heavy-strong, durable,100% Made in Italyvalve (starting from the careful selection of raw materials to finished products). Highly reputed both in Italy and abroad, the Company is broadening more and more its horizons by seeking and implementing new market segments. Ongoing innovation and technological research ensure high quality standards for a traditional but constantly evolving production. Moved by continuous new inputs,Idrosfer studies, experiences and develops new challenges and projects, with the utmost attention to customer needs as a landmark in an ever changing market. In that respect, the Company is oriented towards the maximum customer satisfaction (before, during and after the sale), key to a winning business policy. “A satisfied customer… returns!” Thanks to our flexibility, we design and produce customized items based on the customer’s drawing, carefully studying the feasibility, any special equipment, minimum quantities, etc. Each customization is conceived and implemented by the Company’s staff who propose technical solutions in order to realize customer needs, optimizing the efficiency and performance of the tailor-made product.",,Prato Sesia,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--IDROSFER-S-R-L--131543,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131543
IG Metall Küste,kueste.igmetall.de,+49 40 2800900,bezirk.kueste@igmetall.de,"Kurt-Schumacher-Allee 10, 20097, Hamburg, Germany",Germany,Hall B4 Ground floor | 200,"IG Metall Küste: Gemeinsam für gute Arbeit im Norden Seit über 75 Jahren setzt sich die IG Metall für gute Arbeit, faire Löhne und sichere Arbeitsbedingungen ein. Als größte Einzelgewerkschaft Deutschlands vertreten wir heute mehr als zwei Millionen Mitglieder und gestalten die Arbeitswelt aktiv mit. Unsere Wurzeln reichen bis in die Arbeiterbewegung des 19. Jahrhunderts zurück. Aus dieser Tradition heraus haben Gewerkschaften wichtige soziale Errungenschaften durchgesetzt, die heute selbstverständlich erscheinen: die Fünftagewoche, die Lohnfortzahlung im Krankheitsfall, mehr Urlaub, kürzere Arbeitszeiten sowie bessere Arbeits- und Ausbildungsbedingungen. Die IG Metall Küste vertritt die Interessen von rund 171.000 Mitgliedern in Schleswig-Holstein, Hamburg, Bremen, Mecklenburg-Vorpommern und dem nordwestlichen Niedersachsen. Unsere Mitglieder arbeiten in Industrie, Handwerk und Dienstleistungsbereich – von der Luft- und Raumfahrt über Schiffbau, Windenergie und Maschinenbau bis hin zu den Elektro-, Kfz-, Metall- und SHK-Handwerken. Gerade im Handwerk stehen die Beschäftigten vor großen Herausforderungen: Fachkräftemangel, Digitalisierung, Energiewende, Qualifizierungsbedarf und steigender Leistungsdruck verändern die Arbeitswelt rasant. Wir setzen uns dafür ein, dass dieser Wandel fair gestaltet wird und die Beschäftigten davon profitieren. Mit Tarifverträgen sorgen wir für bessere Einkommen, geregelte Arbeitszeiten und mehr Sicherheit. Darüber hinaus unterstützen wir Betriebsräte und Beschäftigte bei allen Fragen rund um Ausbildung, Qualifizierung, Gesundheitsschutz, Mitbestimmung und Arbeitsplatzsicherheit. Im Norden werden unsere Mitglieder von 16 Geschäftsstellen und rund 170 Beschäftigten betreut. In etwa 2.200 Betrieben engagieren sich mehr als 4.800 Vertrauensleute und 4.400 Betriebsratsmitglieder für die Interessen der Kolleginnen und Kollegen vor Ort. Auf der GET NORD möchten wir mit Beschäftigten, Auszubildenden, Betriebsräten und Interessierten ins Gespräch kommen. Gemeinsam diskutieren wir, wie gute Arbeit, faire Bezahlung und sichere Perspektiven in den SHK- und Elektrohandwerken auch künftig gewährleistet werden können. IG Metall Küste – Gemeinsam stark. Für gute Arbeit, faire Bedingungen und eine erfolgreiche Zukunft des Handwerks.",,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--IG-Metall-K-ste--138756,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,138756
IMI Hydronic Engineering Deutschland GmbH,climatecontrol.imiplc.com,+49 2943 891-0,info.de@imi-hydronic.com,"Völlinghauser Weg 2, 59597, Erwitte, Germany",Germany,Hall A1 | 150,"IMI Climate Control - We create value for our customers by using our unique engineering expertise to innovate premium HVAC solutions, delivering optimal comfort, energy efficiency and connectivity. Our brands are IMI Heimeier, IMI TA und IMI Pneumatex.",,Erwitte,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--IMI-Hydronic-Engineering-Deutschland-GmbH--131424,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131424
INDEXA GmbH,indexa.de,+49 7136 9810-0,info@indexa.de,"Paul-Böhringer-Straße 3, 74229, Oedheim, Germany",Germany,Hall B5 | 516,"INDEXA GmbH – video surveillance, door intercom systems, alarm systems and hazard alarms We are a leading manufacturer of electronic security equipment specialized in video surveillance, door intercom systems, alarm systems and hazard alarms. Alarm and video systems for small and medium installations, professional and app based alarm systems, modern IP CCTV systems as well as easy wireless and app cameras are our daily business. INDEXA stands for products with a good price-performance ratio which are easy to install and to use – convince yourself!",,Oedheim,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--INDEXA-GmbH--131222,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131222
Initiative Holzwärme c/o IG GmbH,holzwaerme.info,,torben.niemann@bdh-industrie.de,"Frankfurter Straße 720 – 726, 51145, Köln, Germany",Germany,Hall A1 | 119,"Die Initiative Holzwärme setzt sich für eine sachliche und objektive Betrachtung der Potenziale nachhaltiger Holzwärme im Rahmen der Energiewende ein. Ziel der Initiative ist es, einen substanziellen Beitrag zur energiepolitischen Diskussion zu leisten und die Bedeutung von Holzwärme als wichtigen Bestandteil eines klimafreundlichen Wärmemarktes hervorzuheben. Nach Auffassung der Initiative lassen sich die Klimaschutzziele der Bundesregierung nur durch einen konsequenten und beschleunigten Ausbau erneuerbarer Energieträger erreichen. Dabei spielt die nachhaltige Holzwärme eine zentrale Rolle. Sie trägt nicht nur zur Reduzierung von Treibhausgasemissionen bei, sondern stärkt zugleich Versorgungssicherheit und Resilienz im Energiesystem. Die Initiative Holzwärme engagiert sich daher für den Einsatz bereits verfügbarer technologischer Lösungen, deren kontinuierliche Optimierung sowie für energiepolitische Strategien zum Ausbau sauberer, effizienter und nachhaltiger Holzwärmeanwendungen. In der Initiative arbeiten Verbände aus Handwerk, Industrie und Handel zusammen und repräsentieren gemeinsam die gesamte Wertschöpfungskette der Holzwärme.",,Köln,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Initiative-Holzw-rme-c-o-IG-GmbH--132269,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,132269
InnovationsForum,hamburg-messe.de,+49 40 3569-2155,info@get-nord.de,"Messeplatz 1, 20357, Hamburg, Germany",Germany,InnovationForum - Hall B6 | Stand 300,"Innovations that drive the skilled trades forward: at the GET NORD Innovation Forum, industry experts, innovation leaders and skilled tradespeople come together. Practical presentations on topics such as energy-efficient heating, AI in the skilled trades, smart lighting solutions, BIM applications and sustainable drinking water installations provide concrete inspiration for day-to-day work. The subsequent discussions promote the direct transfer of knowledge and demonstrate how innovative solutions can be successfully implemented in the electrical, plumbing, heating and air conditioning trades.",,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--InnovationsForum--155050,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,155050
INOTEC Sicherheitstechnik GmbH,inotec-licht.de,+49 2938 9730-0,info@inotec-licht.de,"Am Buschgarten 17, 59469, Ense, Germany",Germany,Hall B6 | 381,"INOTEC Sicherheitstechnik GmbH is one of the leading companies in the field of emergency and safety lighting. From Ense-Höingen, we independently develop and produce our extensive product portfolio. With a strong sales and service team, we offer our customers optimum support in all matters relating to emergency and safety lighting in buildings – from planning to acceptance. We develop and implement innovative and creative solutions for emergency and safety lighting. In doing so, it is important to us to produce products that meet the needs at the place of use. Our products ""Made in Germany"" set new standards worldwide, such as the CLS 24 decentralised emergency lighting system, the central battery systems with JOKER technology and the D.E.R. dynamic escape route guidance system.",,Ense,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--INOTEC-Sicherheitstechnik-GmbH--131452,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131452
Intercable Tools GmbH,intercable-tools.de,+49 2191 376940,vertrieb.de@intercable.com,"Leverkuser Straße 65, 42897, Remscheid, Germany",Germany,Hall B5 | 120,"Intercable Tools Deutschland is part of the Intercable Group, whose origins date back to the early 1970s. In 1986, the company began producing insulated tools and has continuously expanded its product portfolio ever since. Intercable Tools is a family-owned company headquartered in Bruneck (South Tyrol), with subsidiaries in Germany, Austria, Belgium, and Central and Eastern Europe. Together with Intercable Tec, a developer and manufacturer of components for the automotive industry, Intercable Tools forms the Intercable Group. The group is a family-owned company managed by its leadership team, with locations in numerous countries and more than 1,000 employees. Intercable is one of the world’s leading manufacturers of tools for processing low- and medium-voltage cables, as well as connection materials for the electrical, wind energy, and railway industries.",,Remscheid,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Intercable-Tools-GmbH--131285,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131285
intratec Warenhandels GmbH,intratec-shop.de,+49 40 538092888,info@intratec-shop.de,"Grützmühlenweg 46, 22339, Hamburg, Germany",Germany,Hall B5 | 154,"Intratec Warenhandels GmbH, based in Hamburg, Germany, stands for practical electrical solutions, a versatile product range and products designed to meet a wide variety of requirements. A key focus is on fuse boxes and distribution enclosures for trade professionals, building services, industrial applications and modern energy solutions. Our broad portfolio of IP65 distribution boxes is particularly popular. A wide range of sizes and designs provides flexible solutions for many applications, from conventional electrical installations to photovoltaic systems, workshops, garages and outdoor environments. What sets Intratec apart is the combination of a wide product selection, practical solutions and excellent value for money. This enables our customers to quickly find the right distribution solution for their application while benefiting from a portfolio developed with real world requirements in mind. Looking for the right solution for your next project or interested in discovering our product range? Visit us at the trade fair. We look forward to presenting our portfolio and discussing your individual requirements with you.",,Hamburg,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--intratec-Warenhandels-GmbH--146032,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,146032
inVENTer GmbH,inventer.de,+49 36427 211-0,info@inventer.de,"inVENTer Straße 1, 07751, Löberschütz, Germany",Germany,Hall A1 | 421,"Ventilation systems by inVENTer: Best indoor air quality thanks to ventilation technology - decentralized ventilation, central and exhaust air systems - from Germany #pureventilation",,Löberschütz,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--inVENTer-GmbH--131544,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131544
ISOPLUS,isoplus.group,+49 3632651610,info@isoplus.group,"Schachtstraße 28 - 42, 99706, Sondershausen, Germany",Germany,Hall A1 | 131,"ISOPLUS – Connecting District Energy The ISOPLUS Group is a leading European manufacturer of pre-insulated pipe systems for district heating and cooling as well as industrial applications. For more than 35 years, we have set benchmarks in energy efficiency, sustainability, and technical excellence. With nine certified production sites across Europe and a team of around 1,600 professionals, we supply customers in more than 30 countries worldwide. Our services include planning, production, joint assembly, documentation, and construction and network monitoring. In addition, digital tools and platform solutions support our customers in planning, quality assurance, installation and monitoring. Each year, we produce more than 5,000 kilometers of rigid and flexible pipe systems as well as accessories for a wide range of infrastructure projects. Our solutions support the integration of renewable and climate-friendly energy sources such as solar thermal energy, biomass, geothermal energy, waste heat and electricity-based heat generation into heating and cooling networks, making an significant contribution to the energy transition.",,Sondershausen,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--ISOPLUS--131345,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131345
ISSENDORFF KG LCN - Gebäudeautomation,lcn.eu,+49 5066 9980,info-de@lcn.de,"Magdeburger Straße 3, 30880, Rethen, Germany",Germany,Hall B5 | 131,"Are you planning a smart building or looking to modernize an existing one? With LCN, you choose a building automation system that has stood for quality, reliability, and flexibility for more than 30 years. Developed by ISSENDORFF KG, the Local Control Network (LCN) controls lighting, shading, heating, climate, access control, and many other building functions in residential and commercial properties. From single-family homes to complex commercial buildings, LCN provides a solution that grows with your requirements. Its modular design, the use of the existing electrical installation, and straightforward installation make LCN a cost-effective choice for both new construction and renovation projects. Combined with an outstanding price-performance ratio, LCN has proven itself in thousands of installations worldwide. Discover how simple intelligent building automation can be—we look forward to showing you what LCN can do.",,Rethen,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--ISSENDORFF-KG-LCN-Geb-udeautomation--131373,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131373
IV Produkt GmbH,ivprodukt.de,0460 89 72 29 40,info@ivprodukt.de,"Werkstraße 11, 24983, Handewitt, Germany",Germany,Hall A1 | 351,"IV Produkt is a Swedish manufacturer of air handling units with over 50 years of experience in energy-efficient ventilation technology. As the market leader in Scandinavia, the company offers custom-configured air handling units for commercial and industrial applications—renowned particularly for the integrated EcoCooler cooling unit and the integrated, reversible ThermoCooler HP heat pump. New to the portfolio: integrated solutions featuring the climate-friendly refrigerant R290, including the patent-pending EDF function. With this, IV Produkt takes another step toward sustainable, future-proof air handling technology, offering significantly lower GWP compared to conventional refrigerants. Visit us—we would be happy to advise you on tailored solutions for your project.",,Handewitt,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--IV-Produkt-GmbH--131499,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131499
IVAR SPA,ivar-group.com,+39 030 68028,info@ivar-group.com,"Via IV Novembre 181, 25080, Prevalle, Italy",Italy,Hall A4 | 130,"IVAR develops and manufactures highly energy-efficient heating and plumbing systems. We have over 10,000 catalogue items - mass-produced products and unique items - in addition to customised systems and combinations of complex products.",,Prevalle,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--IVAR-SPA--131458,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131458
J. Pröpster GmbH Fabrik für Blitzschutz- und Erdungsmaterial,pröepster.de,+49 9181 2590-0,info@proepster.de,"Regensburger Straße 116, 92318, Neumarkt in der Oberpfalz, Germany",Germany,Hall B5 | 253,,,Neumarkt in der Oberpfalz,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--J-Pr-pster-GmbH-Fabrik-f-r-Blitzschutz-und-Erdungsmaterial--131501,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131501
Jean Müller GmbH Elektrotechnische Fabrik,jeanmueller.com,+49 6123 604-0,info@jeanmueller.de,"H.J.-Müller-Straße 7, 65343, Eltville am Rhein, Germany",Germany,Hall B5 | 310,"JEAN MÜLLER develops and manufactures fuse-based switchgears and enclosures according to current requirements and from the latest materials. The focus is always on the safety of the user and the application, because we know that low-voltage distribution is a safety-relevant component in the grid. Whether switchgear, cable distribution cabinets, distribution boards or electronics, you’ll always be state-of-the-art with JEAN MÜLLER products. We work with our customers to develop and perfect our products, and our name has been synonymous with outstanding reliability and quality for over 100 years. JEAN MÜLLER, the name for safety.",,Eltville am Rhein,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Jean-M-ller-GmbH-Elektrotechnische-Fabrik--131418,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131418
JOKARI GmbH & Co. KG,jokari.de,+49 2599 501970,info@jokari.de,"An der Vogelrute 34, 59387, Ascheberg-Herbern, Germany",Germany,Hall B5 | 125,"JOKARI GmbH & Co. KG from Ascheberg, Westphalia, is a specialist for the production and distribution of high-quality precision wire strippers. Since its foundation more than 50 years ago, the company has been focusing on quality made in Germany and manufactures all wire strippers in its own factory with an attached plastics injection molding at the Ascheberg headquarter. JOKARI’s task is to meet the demands of its world-wide professional customers from industry and craftsmanship: They are asking to strip all types of wires quickly, precisely, easily, and safely for further handling – under all circumstances. According to this the company’s innovations are geared to the latest developments in technical and industrial branches, for example in automotive and automation technology. Thus JOKARI is able to deliver exactly the wire strippers the customers need for their work. In addition JOKARI offers multimedia-based, multilingual solutions to provide quick assistance to customers all around world having questions on the use of the wire strippers. For further information visit www.jokari.eu.",,Ascheberg-Herbern,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--JOKARI-GmbH-Co-KG--131282,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131282
Jola Spezialschalter GmbH & Co. KG,jola-info.de,+49 6325 188-01,kontakt@jola-info.de,"Klostergartenstraße 11, 67466, Lambrecht, Germany",Germany,Hall B5 | 115,"ola is a typical German family enterprise. Since 1952, it deals with the development, fabrication and distribution of high-quality products for many different economic sectors. Jola Spezialschalter GmbH & Co. KG is a typical small German enterprise employing about 60 people in the town of Lambrecht. It was founded in 1952 by Karl Mattil under the company name “Jola Spezialschalter GmbH” as a sister company of the then still existing cloth factory “Gebrüder Haas” to develop and market a company invention, a water-tight limit switch, and a level controller based on the same principle. Today, Jola is a well-known manufacturer in the measuring and regulation technology.",,Lambrecht,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Jola-Spezialschalter-GmbH-Co-KG--131353,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131353
JUDO Wasseraufbereitung GmbH,judo.eu,+49 7195 692-0,info@judo.eu,"Hohreuschstraße 39 - 41, 71364, Winnenden, Germany",Germany,Hall B6 | 152,"Die JUDO Wasseraufbereitung GmbH ist mit 90 Jahren Erfahrung Experte und Vorreiter auf dem Gebiet der Wasseraufbereitungstechnik. Ziel des weltweit agierenden Unternehmens aus Winnenden ist es, Wasser mit innovativen und nachhaltigen Verfahren aufzubereiten. Regelmäßig bringt JUDO Anlagen und Systeme auf den Markt, die die Branche maßgeblich mitbestimmen. Zum Portfolio gehören unter anderem Lösungen zur Filtration, Enthärtung, Entsalzung, alternativer Kalkschutz, Mikroleckageschutz und Mineralstoffdosierung – mit dem Anspruch, Wasser für unterschiedliche Anwendungen optimal aufzubereiten. JUDO versteht sich als kompetenter Ansprechpartner in jeder Situation: Kunden erhalten alles aus einer Hand – von der Beratung über den Kundenservice bis hin zu den Produkten.",,Winnenden,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--JUDO-Wasseraufbereitung-GmbH--131378,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131378
JUMTEC GmbH & Co. KG JÖRG ULISCH MESSTECHNIK,jumtec.de,+49 2191 791400,info@jumtec.de,"Markt 5, 42853, Remscheid, Germany",Germany,Hall B4 Ground floor | 208,,,Remscheid,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--JUMTEC-GmbH-Co-KG-J-RG-ULISCH-MESSTECHNIK--131518,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131518
Juratherm GmbH,juratherm.com,09211513440,info@juratherm.com,"Wilhelm-Busch-Straße 4 - 6, 95447, Bayreuth, Germany",Germany,Hall A4 | 130,"Juratherm – Ihr Partner für innovative Speichertechnik Seit über 25 Jahren vertreiben und produzieren wir sehr erfolgreich unsere Qualitätsspeicher. Um unsere Märkte auf höchstem Niveau zu bedienen, setzen wir außerordentlich hohe Qualitätsansprüche an, die es uns erlauben, Ihnen eine Gewährleistung von 5 Jahren zu bieten. Selbstverständlich sind alle unsere emaillierten Speicher nach neuester EU-Norm gefertigt und geprüft. Unsere Maxime ist „Spitzenqualität zum optimalen Preis“, so können wir für Sie nicht nur Lieferant, sondern auch ein fairer und langfristiger Partner sein. Eine weitere Kernkompetenz unseres Unternehmens sind die Sonderspeicher, die wir bis zu einem Volumen von 50.000 Liter produzieren können. Neben unseren hohen Qualitätsstandards und innovativen Entwicklungen bieten wir Ihnen kurze Lieferzeiten und höchste Flexibilität bei der Umsetzung Ihrer Projekte. Unser Fachpersonal nimmt regelmäßig an Weiterbildungen teil und ist dadurch immer auf dem neuesten technischen Stand. So können wir Ihnen auch bei schwierigen Fragestellungen jederzeit kompetent zur Seite stehen. Sie erreichen uns von Montag bis Freitag durchgehend.",,Bayreuth,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Juratherm-GmbH--152498,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,152498
K'Electric GmbH,k-electric-gmbh.de,+49 921 15126780,office@k-electric-gmbh.de,"Carl-Benz-Straße 7, 95448, Bayreuth, Germany",Germany,Hall A1 | 309,,,Bayreuth,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--K-Electric-GmbH--152285,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,152285
Kaiser GmbH & Co. KG,kaiser-elektro.de,+49 235 58090,info@kaiser-elektro.de,"Ramsloh 4, 58579, Schalksmühle, Germany",Germany,Hall B5 | 241,"The family-owned company KAISER produces and sells more than 4,000 electrical installation products and systems in the sectors of flush-mounted, cavity wall, concrete construction and cable glands. As an innovative system supplier, KAISER also provides practical solutions for the professional electrical trade - such as energy efficiency, fire, sound and radiation protection as well as refurbishing and industry solutions for special requirements.",,Schalksmühle,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Kaiser-GmbH-Co-KG--131325,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131325
Kaiser GmbH & Co. KG,kaiser-elektro.de,+49 2355 8090,info@kaiser-elektro.de,"Ramsloh 4, 58579, Schalksmühle, Germany",Germany,Hall B7 | P32,"The family-owned company KAISER produces and sells more than 4,000 electrical installation products and systems in the sectors of flush-mounted, cavity wall, concrete construction and cable glands. As an innovative system supplier, KAISER also provides practical solutions for the professional electrical trade - such as energy efficiency, fire, sound and radiation protection as well as refurbishing and industry solutions for special requirements.",,Schalksmühle,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Kaiser-GmbH-Co-KG--135422,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,135422
Kanlux GmbH,kanlux.com,+49 231 56557255,kanlux.gmbh@kanlux.com,"Flugplatz 21, 44319, Dortmund, Germany",Germany,Hall B6 | 181,,,Dortmund,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Kanlux-GmbH--131512,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131512
Kardex Deutschland GmbH,kardex.com,082839990,info.remstar.de@kardex.com,"Megamat-Platz 1, 86476, Neuburg-Kammel, Germany",Germany,Hall B4 Ground floor | 204,"Kardex is a leading global partner for intralogistics solutions in an attractive and growing market. The Group offers premium automated products, standardised systems, and life cycle services that guarantee high availability and low total cost of ownership. Kardex provides an intelligent entry into automation with its dynamic storage and retrieval systems, offers integrated material handling systems, small parts storage systems including multi-shuttle technology, and automated high-bay warehouses. Additionally, Kardex acts as a global AutoStore™ partner, offering flexible and modular storage and order fulfilment solutions. The Group employs around 2’900 people in over 30 countries. Kardex Holding AG has been listed on the SIX Swiss Exchange since 1989.",,Neuburg-Kammel,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Kardex-Deutschland-GmbH--147713,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,147713
Karl Grumbach GmbH & Co. KG,grumbach.net,+49 6441 97720,grumbach@grumbach.net,"Breitteilsweg 3, 35581, Wetzlar, Germany",Germany,Hall B6 | 112,,,Wetzlar,https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis#organization--Karl-Grumbach-GmbH-Co-KG--131455,2026-11-19 to 2026-11-21,"Hamburg Messe und Congress, Hamburg, Germany",https://www.get-nord.de/ausstellen-besuchen/ausstellendenverzeichnis,2026,131455
