exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
JIANGXI OUNUO ACRYLIC TEC. CO. LTD.,jxounuo.com,+86 18219593553,jack@jxounuo.com,"Lufang Industrial Zone Jinxi Industrial Park, Jinxi County,, Fuzhou City, Jiangxi, China",China,JIANGXI OUNUO ACRYLIC TEC. CO. LTD.,B3 H025,"Jiangxi Ounuo acrylic Technology Co., Ltd. was founded on 2013 and be located in Lufang Industrial Park, Jinxi County, Fuzhou City, Jiangxi China. With a total investment of US$50 millions. It has 8 modern production equipments, covering an area of 153 thousand squear meter. It is a national high-tech enterprise with an annual output of more than 40 thousand tons of acrylic sheet.",,
"JIANGXI OUNUO ACRYLIC TECHNOLOGY CO., LTD",,,,,China,"JIANGXI OUNUO ACRYLIC TECHNOLOGY CO., LTD",B3 H011,,,
"JNJ, CV",,0811606400,sysformindonesia@gmail.com,"Prima Centre 41, Tubagus Angke, Jakarta Barat, Kota Jakarta Barat, DKI Jakarta, Indonesia",Indonesia,"JNJ, CV",C3 P017,Finishing Printing,Kota Jakarta Barat,
"KANEFUSA INDONESIA, PT",kanefusa.net,+62 21 897 0360,sales@kanefusa.co.id,"EJIP Industrial Park, Jl. Ciujung Plot 8 D, South Cikarang, Bekasi 17530, West Java, Indonesia, Kabupaten Bekasi, Jawa Barat, Indonesia",Indonesia,"KANEFUSA INDONESIA, PT",AS 007,"Kanefusa supplies knives and circular sawblades for wood processing, Cold sawblade for metal processing, Diamond sawblade for ceramic industry and other cutting tools for various materials that customer would like to cut.",Kabupaten Bekasi,
"KINGPACK MACHINERY MANUFACTURER CO.,LTD",kingpackmachinery.com,86-769-82882167,bruce@dgkingpack.com,"101#Building 3 song gang lndustrial area Huaide Management Humen Town Dongguan City 523000 Guanggong PR.China, Dongguan, Guanggong, 523000 China",China,"KINGPACK MACHINERY MANUFACTURER CO.,LTD",tbc,"The KINGPACK MACHINERY GROUP is a professional manufacturer in design, production and maintenance of equipment solutions for paper packaging product such as Paper boxes, Hard covers, Paper handles. We offer more than thousands of customers worldwide through our brands: Kingpack Machinery, XJ Machinery, and Donggong Machinery. After decades cumulative experience, the equipment we provide is more sophisticated and durable, whether control system or structures.",,
Kingswood Technology Indonesia,,,,,Indonesia,Kingswood Technology Indonesia,AL 006,,,
"KINGSWOOD TECHNOLOGY INDONESIA, PT",,Kingswood Inks Indonesia,corwin.kingswood@gmail.com,"PURI INDAH FINANCIAL TOWER LANTAI 5 UNIT 6, PURI LINGKAR DALAM BLOK T-8 RT. 001 RW. 002, KEMBANGAN SELATAN, KEMBANGAN, KOTA ADM. JAKARTA BARAT, DKI JAKARTA, Kota Jakarta Barat, DKI Jakarta, Indonesia",Indonesia,"KINGSWOOD TECHNOLOGY INDONESIA, PT",AL 006,,Kota Jakarta Barat,
"KLASER TECHNOLOGY INDONESIA, PT",,6326501,shuto_wijaya@gmail.co,"Pusat Niaga Roxy Mas, Blok E2 No. 44, Jl. KH. Hasyim Ashari 125, Cideng, Gambir, Kota Jakarta Pusat , DKI Jakarta, Kota Jakarta Pusat, DKI Jakarta, 10150 Indonesia",Indonesia,"KLASER TECHNOLOGY INDONESIA, PT",AS 011,"Manufacturing PET dan OPP Metalize Hologram Pattern, security Hologram, Paper Metalized Hologram.",Kota Jakarta Pusat,
KOBEX,,,,,Japan,KOBEX,AS 035,,,
KREASINDO MANDIRI ADVERTISING,,+62 895-3960-15588,allikreasindo@gmail.com,"Ruko Griya Niaga Blok 49 No. 23, 21, dan 20, Jl. Limo Raya , Kec. Limo, Kota Depok, Jawa Barat, Indonesia",Indonesia,KREASINDO MANDIRI ADVERTISING,C3 B015,"Kreasindo Mandiri Advertising bergerak di bidang Advertising, Custom Souvenir, dan Manufacturing Produk Penghargaan, dengan spesialisasi pada produksi plakat akrilik, trophy, medali, pin, nametag, box plakat, serta berbagai produk custom. Kami melayani kebutuhan perusahaan, instansi, sekolah, universitas, organisasi, event organizer, percetakan, dan berbagai kegiatan/event, dengan produk yang dapat disesuaikan berdasarkan bentuk, ukuran, material, desain, dan kebutuhan pelanggan.",Kota Depok,
KTL TEKNO PRIMA,,085883002014,ketenglongteknoprima@gmail.com,"Citra Raya BIZZLINK, Ruko BIZZWALK Blok N No.02/372, Cikupa, Kab. Tangerang, Banten 18710, Kota Jakarta Barat, DKI Jakarta, Indonesia",Indonesia,KTL TEKNO PRIMA,AL 017,Distibutor Mesin Karton dan Sparepart,Kota Jakarta Barat,
Kuen Yuh Machinery Engineering,,,,,Taiwan,Kuen Yuh Machinery Engineering,AS 018,,,
"LAYSANDER TECHNOLOGY, PT",laysander.com,(021) 5316 1450,care@laysander.com,"Jl. Pahlawan Seribu, Ruko Golden Boulevard Blok R No. 21, BSD City, Tangerang Selatan, Banten, 15321 Indonesia, Kota Tangerang Selatan, Banten, 15321 Indonesia",Indonesia,"LAYSANDER TECHNOLOGY, PT",B3 E027,Distributor Mesin Digital Printing yang Bisa Bantu Bisnis Anda Profitable.,Kota Tangerang Selatan,
"LECCO (KAIPING) ADHESIVE PRODUCTS CO., LTD.",,+86 18938783802,sales@suncrown.com,"Building 1-10, No.69 Xingyuan Avenue, Cangcheng Town, Kaiping City, Jiangmen, Guangdong Province, China., Jiangmen, Guangdong, China",China,"LECCO (KAIPING) ADHESIVE PRODUCTS CO., LTD.",B1 M005,"LECCO GROUP, founded in 1993, mainly producing self-adhesive materials, laminating films, etc., with an annual output of over 700 million square meters. Nowadays, we are at the forefront of the adhesive industry, successfully providing high-quality labeling solutions for various industries. Our brand, Suncrown’s sales have now reached over 30 countries worldwide.",,
LETOP PRINTER INDONESIA,,,,,Indonesia,LETOP PRINTER INDONESIA,C3 F007,,,
"LOVE MOLLY (SHANGHAI) NEW MATERIAL TECHNOLOGY CO., LTD",,86 13621768196,anna@aml-acrylic.com,"Room 1001, Area B, No. 5515 Qingsong Road, Qingpu District, Shanghai CHINA, Shanghai, Shanghai, China",China,"LOVE MOLLY (SHANGHAI) NEW MATERIAL TECHNOLOGY CO., LTD",B3 H019,"AML manufactures acrylic, PVC & LGP boards. Brands ALMOLLY, AML, STS serve global clients with quality, innovation and win-win cooperation.",,
"LOVE MOLLY(Shanghai)New Material Technology Co., Ltd",,,,,China,"LOVE MOLLY(Shanghai)New Material Technology Co., Ltd",B3 H019,,,
"MAGHA MAKMUR PERSADA, PT (ROLAND INDONESIA)",,031-3822158,moniclaubest@gmail.com,"Ruko Mahkota Palace, Blok A8, Jl. Kenjeran No.633, Dukuh Sutorejo, Kec. Mulyorejo, Surabaya, Jawa Timur 60134, Kota Surabaya, Jawa Timur, 60113 Indonesia",Indonesia,"MAGHA MAKMUR PERSADA, PT (ROLAND INDONESIA)",B3 E025,"Leading supplier of printing machines and ink solutions in Indonesia. Founded with the goal of fostering growth in the country's printing industry, we pride ourselves on delivering innovative, high-quality products and exceptional service. With over 10 years of experience, our team of skilled professionals is dedicated to providing reliable and efficient solutions to meet your printing needs.",Kota Surabaya,
"MAGHA SUKSES MANDIRI, PT (GRANDO INDONESIA)",,031-3822158,grandoindonesia@gmail.com,"JL.KENJERAN 633 RUKO MAHKOTA PALACE BLOK A-8, Kota Surabaya, Jawa Timur, 60113 Indonesia",Indonesia,"MAGHA SUKSES MANDIRI, PT (GRANDO INDONESIA)",B3 E015,"Leading supplier of printing machines and ink solutions in Indonesia. Founded with the goal of fostering growth in the country's printing industry, we pride ourselves on delivering innovative, high-quality products and exceptional service. With over 10 years of experience, our team of skilled professionals is dedicated to providing reliable and efficient solutions to meet your printing needs.",Kota Surabaya,
MARVEL INDONESIA PRATAMA & POLYGRAF,,081292088881,polygraf.mkt@gmail.com,"Tritan Point C10, Kota Surabaya, Jawa Timur, Indonesia",Indonesia,MARVEL INDONESIA PRATAMA & POLYGRAF,AS 013,polymer plate,Kota Surabaya,
MATERIAL MAS MANUFACTURING,,,,,Indonesia,MATERIAL MAS MANUFACTURING,C3 N017,,,
"MILLION TON NEW MATERIAL (SUZHOU) CO., LTD",million-ton.com,008615251684595,tiffanychao@million-ton.com,"Address: No.6, Anmin Road, Xiangcheng District- 215142 Suzhou, China., SUZHOU, Jiangsu, 215143 China",China,"MILLION TON NEW MATERIAL (SUZHOU) CO., LTD",B1 M003,"MILLION-TON team provides sublimation paper , DTF film and related printing supplies. If feel interested pls feel free to let us know .",,
"MIMAKI INDONESIA, PT",indonesia.mimaki.com,(021) 65307942,idn.mimaki@gmail.com,"Jl. Danau Sunter Barat No.13 Blok A-3, Sunter Agung, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Kota Jakarta Utara, DKI Jakarta, 14350 Indonesia",Indonesia,"MIMAKI INDONESIA, PT",C3 L015,"Mimaki is a leading manufacturer of wide-format inkjet printers and cutting machines for the sign/graphics, textile/apparel and industrial market.",Kota Jakarta Utara,
"MR AUTOMATION TECHNOLOGY (KUNSHAN) CO., LTD.",,86 13776334613,76299383@qq.com,"No.376,WanAn RD,Zhoushi Town Kunshan city,jiangsu Province.China, Kunshan, jiangsu, China",China,"MR AUTOMATION TECHNOLOGY (KUNSHAN) CO., LTD.",B2 F009,"M.R Automation Technology (Kunshan) Co., Ltd. specializes in high‑tech ceramic anilox rolls. Using international thermal‑spraying & laser‑engraving technologies, we supply diverse ceramic and eco‑friendly knurled rolls. Well‑equipped with complete processing & testing facilities, supported by experienced teams and senior experts. We strive to be your reliable partner with quality products and services.",,
"NANJING HANRUN PAPER CO., LTD",hanrunpaper.com,+86 18936865061,info@hanrunpaper.com,"Building 3, Yinghui Industrial Park, 129 Suyuan Avenue, Moling Subdistrict, Jiangning District,, Nanjing, Jiangsu Province, China",China,"NANJING HANRUN PAPER CO., LTD",B3 K018,"Since 2009, Hanrun Paper has been dedicated to digital printing, driven by innovation and a commitment to efficiency, quality, and sustainability. As digital manufacturing and personalized applications grow worldwide, we continue to advance digital printing across sublimation, DTF, UV, and DTG. Today, Hanrun Paper provides an integrated ecosystem spanning materials R&D and manufacturing, equipment development, technical support, and digital printing solutions for customers worldwide.",,
"NANO SNG, PT",nanosng.com,02126060225,nanosngcs@gmail.com,"Pergudangan Central Cakung Blok H2 No19 Rorotan Jakarta Utara, Kota Jakarta Utara, DKI Jakarta, Indonesia",Indonesia,"NANO SNG, PT",C3 E027,"Nano SNG was established in 2001. We started to provide various types of digital printing machines, cutting plotters, flatbed plotters and the new products we sell are various types of textile printing machines, media and inks. By adopting new technology we provide high quality products and always strive to provide the best service for customer satisfaction.",Kota Jakarta Utara,
Novares Digital (Shanghai) Technology,,,,,China,Novares Digital (Shanghai) Technology,C3 M015,,,
"OKINDO PERDANA, PT",,,,,Indonesia,"OKINDO PERDANA, PT",B3 L010,,,
PAPER GALLERY,paper-gallery.com,08129308995,bachtiar@paper-gallery.com,"Ruko CBD Pluit Blok C No. 2, Emporium Pluit Mall Jalan Pluit Selatan Raya, Kota Jakarta Utara, DKI Jakarta, 14440 Indonesia",Indonesia,PAPER GALLERY,C3 P017,Creative Fancy Paper,Kota Jakarta Utara,
PAPERWORKS,,021 22554750,purchasing@paperworks.asia,"PERGUDANGAN SENTRA KOSAMBI BLOK 12 NO B8, TANGERANG 15213 BANTEN, Kota Tangerang, Banten, 15213 Indonesia",Indonesia,PAPERWORKS,C3 J015,"PT UNITED FRIENDS INDONESIA (PAPERWORKS) adalah Unit usaha yang bergerak dibidang usaha distribusi bahan baku digital printing yang telah berdiri sejak tahun 2007 dengan basis customer dari sabang sampai merauke dan dengan produk utamanya adalah bahan Outdoor, Indoor, Tinta dan Mesin.",Kota Tangerang,
"PERDANA BANGUN PUSAKA, PT",,021-4521888,info@ricoh.perdanagroup.id,"20W Pasir Panjang Road, #04-28 Mapletree Business City,, Singapore, Singapore, 117439 Singapore",Indonesia,"PERDANA BANGUN PUSAKA, PT",B3 B007,"A world-leading provider of workplace technology, Ricoh is all about improving work life by providing better user experiences, optimised workflows, anytime anywhere collaboration, and digital infrastructure solutions.",,
"PERDANA JATIPUTRA, PT",perdana.biz,0214248809,marketing@perdana.biz,"JL. BUNGUR BESAR NO.89, KEMAYORAN, JAKARTA PUSAT, 10620, Kota Jakarta Pusat, DKI Jakarta, 10620 Indonesia, Kota Jakarta Pusat, DKI Jakarta, 10620 Indonesia",Indonesia,"PERDANA JATIPUTRA, PT",C3 C027,Our company specializes in Digital Printing with multiple brands - Konica Minolta - Centuria - Domino,Kota Jakarta Pusat,
"PERDANA JATIPUTRA, PT - PERDANA CENTURIA",centuria.biz,0214248809,perdanacenturia@gmail.com,"Perdana Jatiputra. PT - Jakarta 8, Jl. Bungur Besar Raya No.89, RT.8/RW.1, Kemayoran, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10620, Kota Jakarta Pusat, DKI Jakarta, Indonesia",Indonesia,"PERDANA JATIPUTRA, PT - PERDANA CENTURIA",C3 C027,"Perdana Centuria adalah divisi bisnis dari PT Perdana Jatiputra yang berfokus pada solusi digital printing berbasis teknologi tinggi, khususnya di lini Large Format Printing (LFP). Kami hadir untuk memberikan dukungan nyata bagi pelaku industri percetakan melalui rangkaian produk mesin cetak dan tinta berkualitas yang dirancang untuk efisiensi produksi dan hasil cetak yang unggul.",Kota Jakarta Pusat,
POJ VISUAL,,,,,Indonesia,POJ VISUAL,B2 G034,,,
"POLYCHEMIE ASIA PACIFIC PERMAI, PT",polychemie.co.id,+62 21 720 2563,info@polychemie.co.id,"JL. Raya Kebayoran Lama No.15 Jakarta Selatan 12220 – Indonesia, Kota Jakarta Selatan, DKI Jakarta, 12220 Indonesia",Indonesia,"POLYCHEMIE ASIA PACIFIC PERMAI, PT",AS 005,"pembuatan perekat, produk berbasis polimer dan Kimia Khusus.",Kota Jakarta Selatan,
PRINTMATE INDONESIA,,,,,Indonesia,PRINTMATE INDONESIA,C3 K027,,,
PRINTSOFT,printsoft.co.id,081386443090,admprintsoft@gmail.com,"Jl. Semampir Tengah IIIA No. 19 Kel. Medokan Semampir Kec. Sukolilo Surabaya, Kota Surabaya, Jawa Timur, 60119 Indonesia",Indonesia,PRINTSOFT,B3 A015,"Printsoft is a company focused on IT development for print providers. It offers websites, desktop software, and Android and iOS apps.",Kota Surabaya,
PT.CITRA SUKSES PERSADA,,,,,Indonesia,PT.CITRA SUKSES PERSADA,B3 L003,,,
"QINGDAO JINTAIHONG TRADING CO., LTD.",,+86 15820024887,huangxuhua@henghengtai.com,"Unit 6-102, 68 Jiefang Avenue, Longquan Subdistrict, Jimo District,, Shandong, Qingdao, China",China,"QINGDAO JINTAIHONG TRADING CO., LTD.",B2 K059,"Specializing in the manufacture of printing machines for approximately 20 years, our company features advanced production hardware, together with seasoned technical and R&D personnel. Our complete product lineup can fulfill the majority of clients’ requirements. OEM and ODM services are supported, alongside our full range one stop solutions.",,
"QINGZHOU HENGSHUN PACKING MATERIALS CO., LTD",,00865363280655,carollay@126.com,"East Side of Kangsheng Northbound First, Economic Development Zone, Qingzhou City, Qingzhou, SHANDONG, China",China,"QINGZHOU HENGSHUN PACKING MATERIALS CO., LTD",B1 C008,,,
"QINGZHOU SUNSHINE INK CO., LTD.",sunshine-ink.com,+ 86 13361566543,evan@sunshineink.com.cn,"No. 2658, Xiankelai North Road, Qingzhou Economic Development Zone, Shandong Province, China, 262500, Qingzhou, Shandong, China",China,"QINGZHOU SUNSHINE INK CO., LTD.",B1 C010,"Manufacturer of solvent‑based printing inks for flexo and gravure printing, mainly for plastic film, aluminum foil, PP woven and Non-woven fabric.",,
"QIRINDO TEKHNIK MANDIRI, PT",,,,,Indonesia,"QIRINDO TEKHNIK MANDIRI, PT",B2 E027,,,
"RACESUPER NIAGA INDONESIA, PT",dg-racesuper.com,+62082310028990,racesuper21@gmail.com,"Skynindo Group Building Lantai 3, Jalan Dr. Susilo Raya Nomor 23,Desa/Kelurahan Grogol, Kec. Grogol Petamburan, Kota Adm. JakartaBarat, Provinsi DKI Jakarta,, Kota Jakarta Barat, DKI Jakarta, Indonesia",Indonesia,"RACESUPER NIAGA INDONESIA, PT",C3 P020,"DTF FILM, DTF INK, DTF POWDER",Kota Jakarta Barat,
"RADIAN GILANG JAYA, PT",,,,,Indonesia,"RADIAN GILANG JAYA, PT",AS 027,,,
RAFA INDONESIA,rafaindonesia.co.id,085156572157,rafaindonesia88@gmail.com,"Pergudangan daan mogot eraprima blok h 17 Jl. Daan Mogot No.17 Blok H, RT.004/RW.001, Poris Gaga Baru, Kec. Batuceper, Kota Tangerang, Banten 15122, Kota Tangerang, Banten, 15122 Indonesia",Indonesia,RAFA INDONESIA,C3 F027,"Rafa Indonesia adalah distributor mesin finishing percetakan terlengkap dan terpecaya sejak tahun yang 2008. Produk yang di sediakan Rafa Indonesia meliputi: mesin jilid lem panas, mesin pemotong kertas, mesin laminating, mesin jilid spiral kawat,dan mesin- mesin finishing lainnya.",Kota Tangerang,
REXOLUSI,rexolusi.com,085336582922,info@rexolusi.com,"Jalan Dharmawangsa 72a Lt. 3 Gubeng, Surabaya, Kota Surabaya, Jawa Timur, 60286 Indonesia",Indonesia,REXOLUSI,AS 032,"We simplify complex business processes through efficient, scalable software solutions — delivering measurable impact where it matters most.",Kota Surabaya,
Riau Andalan Paperboard International,,,,,Indonesia,Riau Andalan Paperboard International,AA 006,,,
"RIK INDUSTRIES INDONESIA, PT",rikind.com,085218400935,rikindo0919@rikind.com,"Ruko Mega Grosir Cempaka mas Blok D1 no. unit 37, jakarta, jakarta pusat, Italy",Indonesia,"RIK INDUSTRIES INDONESIA, PT",AX 004,Authorized Distributor,,
"ROTANDA PLASTIC (SHENZHEN) CO.,LTD",,,,,China,"ROTANDA PLASTIC (SHENZHEN) CO.,LTD",tbc,,,
"ROTARY TECHNOLOGY (GUANGZHOU) CO., LTD.",,,,,China,"ROTARY TECHNOLOGY (GUANGZHOU) CO., LTD.",B1 M014,,,
"SANCO INDONESIA, PT",,,,,Indonesia,"SANCO INDONESIA, PT",AE 006,,,
"SANHAO INDONESIA, PT",,,,,Indonesia,"SANHAO INDONESIA, PT",B3 C007,,,
"SANSERITA JAYA, PT",,,,,Indonesia,"SANSERITA JAYA, PT",B3 L001,,,
"SANSIN INDONESIA, PT",,,,,Indonesia,"SANSIN INDONESIA, PT",AI 006,,,
SETIAWAN SEDJATI,,,,,Indonesia,SETIAWAN SEDJATI,C3 I015,,,
"SETIAWAN SEDJATI, PT",,,,,Indonesia,"SETIAWAN SEDJATI, PT",C3 I015,,,
"SHANDONG HUIFENG HECHANG NEW MATERIALS CO., LTD.",,,,,China,"SHANDONG HUIFENG HECHANG NEW MATERIALS CO., LTD.",B2 G026,,,
"SHANGHAI CONGZHUO INDUSTRIAL CO., LTD",,,,,China,"SHANGHAI CONGZHUO INDUSTRIAL CO., LTD",AS 020,,,
"Shanghai Eternal Machinery Co., Ltd. (Eterna)",,,,,China,"Shanghai Eternal Machinery Co., Ltd. (Eterna)",AS 040,,,
Shanghai Gaobang Printing Materials,,,,,China,Shanghai Gaobang Printing Materials,tbc,,,
"SHANGHAI GAOBANG PRINTING MATERIALS CO., LTD.",,,,,China,"SHANGHAI GAOBANG PRINTING MATERIALS CO., LTD.",tbc,,,
Shanghai HeXuan Industrial,,,,,China,Shanghai HeXuan Industrial,C3 M015,,,
"SHANGHAI KASU INTELLIGENT TECHNOLOGY CO., LTD",,,,,China,"SHANGHAI KASU INTELLIGENT TECHNOLOGY CO., LTD",B3 K015,,,
"SHANGHAI KETCHVIEW PRINTING MACHINERY CO.,LTD.",,,,,China,"SHANGHAI KETCHVIEW PRINTING MACHINERY CO.,LTD.",B1 C007,,,
"SHANGHAI SHENLEI LASER TECHNOLOGY CO., LTD",,,,,China,"SHANGHAI SHENLEI LASER TECHNOLOGY CO., LTD",B2 K051,,,
"SHANGHAI SHENLEI LASER TECHNOLOGY CO.,LTD",,,,,China,"SHANGHAI SHENLEI LASER TECHNOLOGY CO.,LTD",B2 K051,,,
"SHANGHAI YUNCHENG PLATE MAKING CO., LTD",,,,,China,"SHANGHAI YUNCHENG PLATE MAKING CO., LTD",tbc,,,
"SHENZEN MINGDA TECHNOLOGY CO., LTD",,,,,China,"SHENZEN MINGDA TECHNOLOGY CO., LTD",C3 P010,,,
"Shenzhen Hadesheng Precision Technology INC., LTD.",,,,,China,"Shenzhen Hadesheng Precision Technology INC., LTD.",B1 D016,,,
SHENZHEN HEIGHT-LED TECHNOLOGY COMPANY LIMITED,,,,,China,SHENZHEN HEIGHT-LED TECHNOLOGY COMPANY LIMITED,AS 025,,,
"SHIN-FU DIGITAL TECHNOLOGY CO., LTD.",,,,,China,"SHIN-FU DIGITAL TECHNOLOGY CO., LTD.",B2 F017,,,
"SINAR BLING BLING, PT",,,,,Indonesia,"SINAR BLING BLING, PT",C3 N017,,,
SINOSUN,,,,,China,SINOSUN,AE 006,,,
"SOGOOD PHOTOSENSITIVE NEW MATERIALS (HUIZHOU) CO., LTD.",,,,,China,"SOGOOD PHOTOSENSITIVE NEW MATERIALS (HUIZHOU) CO., LTD.",tbc,,,
SWONDER,,,,,Indonesia,SWONDER,B2 E035,,,
SYSFORM,,,,,Indonesia,SYSFORM,C3 F035,,,
"TAESIN INDONESIA, PT",,,,,Indonesia,"TAESIN INDONESIA, PT",C3 C007,,,
"TIANJIN YONGLIQI PAPER MACHINERY CO.,LTD",,,,,China,"TIANJIN YONGLIQI PAPER MACHINERY CO.,LTD",B1 C015,,,
"TOPROSO ECO-TECH MATERIAL CO., LTD.",,,,,China,"TOPROSO ECO-TECH MATERIAL CO., LTD.",B1 A020,,,
"TOSI JASINDO, PT",,,,,Indonesia,"TOSI JASINDO, PT",AS 040,,,
"UNIMES PUSAKA GEMILANG, PT",,,,,Indonesia,"UNIMES PUSAKA GEMILANG, PT",AX 008,,,
"VISCO INTER PRATAMA, CV",,,,,Indonesia,"VISCO INTER PRATAMA, CV",B3 B027,,,
VISIMEDIA,,,,,Indonesia,VISIMEDIA,B3 K008,,,
"WENZHOU CHAOXU MACHINERY CO.,LTD",,,,,China,"WENZHOU CHAOXU MACHINERY CO.,LTD",B2 E015,,,
"WENZHOU HONGYANG MACHINERY CO.,LTD",,,,,China,"WENZHOU HONGYANG MACHINERY CO.,LTD",B1 B010,,,
"WENZHOU KALEFU PACKAGING MATERIALS CO., LTD.",,,,,China,"WENZHOU KALEFU PACKAGING MATERIALS CO., LTD.",B2 F026,,,
"WENZHOU LONGHUA MACHINERY CO.,LTD.",,,,,China,"WENZHOU LONGHUA MACHINERY CO.,LTD.",AP 015,,,
"WENZHOU RUIYIN IMPORT & EXPORT CO., LTD",,,,,China,"WENZHOU RUIYIN IMPORT & EXPORT CO., LTD",B3 G008a,,,
"WENZHOU ZHANXIN NEW MATERIALS TECHNOLOGY CO., LTD",,,,,China,"WENZHOU ZHANXIN NEW MATERIALS TECHNOLOGY CO., LTD",tbc,,,
WINPACK INDUSTRI INTERNASIONAL,,,,,Indonesia,WINPACK INDUSTRI INTERNASIONAL,AS 030,,,
"WINPACK INDUSTRI INTERNASIONAL, PT",,,,,Indonesia,"WINPACK INDUSTRI INTERNASIONAL, PT",AS 030,,,
Wirama Refill,,,,,Indonesia,Wirama Refill,B3 L011,,,
"WOHING OVERTEK PRESISI, PT",,,,,Indonesia,"WOHING OVERTEK PRESISI, PT",AS 004,,,
"XIAMEN ZEREN PAPER INDUSTRY CO., LTD.",,,,,China,"XIAMEN ZEREN PAPER INDUSTRY CO., LTD.",B2 F014,,,
"XINYASHI (TIANJIN) TECHNOLOGY CO.,LTD",,,,,China,"XINYASHI (TIANJIN) TECHNOLOGY CO.,LTD",B1 B007,,,
"YESUN INDONESIA TEKNIK DIGITAL PRINTING, PT",,,,,Indonesia,"YESUN INDONESIA TEKNIK DIGITAL PRINTING, PT",C3 H027,,,
"YICHANG YIMING PAPER PRODUCTS CO., LTD",,,,,China,"YICHANG YIMING PAPER PRODUCTS CO., LTD",B1 D012,,,
"ZHEJIANG YAOJIA MACHINERY CO.,LTD.",,,,,China,"ZHEJIANG YAOJIA MACHINERY CO.,LTD.",tbc,,,
"ZHEJIANG ZHONGTE MACHINERY TECHNOLOGY CO., LTD.",,,,,China,"ZHEJIANG ZHONGTE MACHINERY TECHNOLOGY CO., LTD.",AP 017,,,
"ZHEN CHANG ADHESIVE (HUIZHOU) INDUSTRIAL CO.,LIMITED",,,,,China,"ZHEN CHANG ADHESIVE (HUIZHOU) INDUSTRIAL CO.,LIMITED",B2 K050,,,
"ZHUHAI CHUNGKAO NEW-MATERIAL TECHNOLOGY CO.,LTD",,,,,China,"ZHUHAI CHUNGKAO NEW-MATERIAL TECHNOLOGY CO.,LTD",B3 H021,,,
