s_no,event_name,domain,website_url,start_date,end_date,venue,hall,city,country,instagram_url,event_page_url
3233,Neue PotsdamBau 2027,messe-brandenburg.de,https://messe-brandenburg.de/neue-potsdambau/,2027-03-05,2027-03-07,Metropolis Halle,,Potsdam,Germany,,https://expomap.ru/en/expo/neue-potsdambau/
3234,PEI Provincial Home Show 2027,peihomeshow.ca,http://www.peihomeshow.ca/,2027-03-05,2027-03-07,Eastlink Centre,,Charlottetown,Canada,,https://expomap.ru/en/expo/pei-provincial-home-show/
3235,Rybomania - Angling Fair 2027,mtp.pl,http://www.mtp.pl/pl/kalendarium,2027-03-05,2027-03-07,Poznan Congress Center,,Poznan,Poland,,https://expomap.ru/en/expo/rybomania-angling-fair/
3236,Seminat 2027,seminat.it,http://www.seminat.it,2027-03-05,2027-03-07,Piacenza Expo,,Piacenza,Italy,,https://expomap.ru/en/expo/seminat/
3237,"Building, Living and Garden 2027",bauenwohnengarten.de,https://www.bauenwohnengarten.de/en,2027-03-06,2027-03-07,Offenburg Exhibition Center,,Offenburg,Germany,,https://expomap.ru/en/expo/bauen-wohnen-garten/
3238,China International Industrial Expo Wenzhou 2027,wiexpo.cn,https://www.wiexpo.cn/,2027-03-06,2027-03-08,Wenzhou International Convention & Exhibition Center,,Wenzhou,China,,https://expomap.ru/en/expo/china-international-industrial-expo-wenzhou/
3239,Einstieg Munster 2027,horizon-messe.de,https://horizon-messe.de/muenster/,2027-03-06,2027-03-06,Halle Munsterland Exhibition and Congress Center,,Munster,Germany,,https://expomap.ru/en/expo/einstieg-munster/
3240,Horizon Munster 2027,horizon-messe.de,https://horizon-messe.de/muenster/,2027-03-06,2027-03-06,Halle Muensterland,,Munster,Germany,,https://expomap.ru/en/expo/horizon-munster/
3241,Joy of Life Fair Lubeck 2027,lebensfreude-messen.de,https://www.lebensfreude-messen.de/luebeck,2027-03-06,2027-03-07,media docks,,Lubeck,Germany,,https://expomap.ru/en/expo/lebensfreude-messe-lubeck/
3242,Modellbau Schleswig-Holstein 2027,bv-messen.com,http://bv-messen.com/modellbau-schleswig-holstein/,2027-03-06,2027-03-07,,,Neumunster,Germany,,https://expomap.ru/en/expo/modellbau-schleswig-holstein/
3243,Upper Palatinate Building Fair 2027,messe-amberg.de,https://www.messe-amberg.de/,2027-03-06,2027-03-07,Amberg Exhibition Center,,Amberg,Germany,,https://expomap.ru/en/expo/oberpfalzer-baumesse/
3244,Travel & Adventure Dallas Travel Show 2027,travelshows.com,https://travelshows.com/shows/dallas/,2027-03-06,2027-03-07,,,Dallas,United States,,https://expomap.ru/en/expo/travel-adventure-dallas-travel-show/
3245,Children's World 2027,bt1.lv,http://bt1.lv/bernupasaule/?link=20000000,2027-03-06,2027-03-07,Riga International Exhibition Centre,,Riga,Latvia,,https://expomap.ru/en/expo/detskij-mir/
3246,Bakkersvak 2027,bakkersvak.nl,https://www.bakkersvak.nl/,2027-03-07,2027-03-09,,,Gorinchem,Netherlands,,https://expomap.ru/en/expo/bakkersvak/
3247,BE New York 2027,ny.thebeautyexperience.com,https://ny.thebeautyexperience.com/,2027-03-07,2027-03-09,Jacob K. Javits Convention Center,,New York,United States,,https://expomap.ru/en/expo/be-new-york/
3248,Bellavita Expo - Toronto 2027,bellavita.com,http://www.bellavita.com/gb/toronto,2027-03-07,2027-03-09,Enercare Centre,,Toronto,Canada,,https://expomap.ru/en/expo/bellavita-expo-toronto/
3249,Chr Pro Expo - Alsace 2027,salon-chrpro.fr,http://www.salon-chrpro.fr,2027-03-07,2027-03-09,Colmar Exhibition Park,,Colmar,France,,https://expomap.ru/en/expo/chr-pro-expo-alsace/
3250,Nice International Fair 2027,foiredenice.com,https://www.foiredenice.com/,2027-03-07,2027-03-16,,,Nice,France,,https://expomap.ru/en/expo/foire-internationale-de-nice/
3251,IBS NYC 2027,ibsnewyork.com,https://www.ibsnewyork.com/,2027-03-07,2027-03-09,Jacob K. Javits Convention Center,,New York,United States,,https://expomap.ru/en/expo/ibs-nyc/
3252,International Restaurant & Foodservice Show of New York 2027,internationalrestaurantny.com,https://www.internationalrestaurantny.com/,2027-03-07,2027-03-09,Jacob K. Javits Convention Center,,New York,United States,,https://expomap.ru/en/expo/international-restaurant-foodservice-show-of-new-york/
3253,OFC 2027,ofcconference.org,http://www.ofcconference.org/,2027-03-07,2027-03-11,Los Angeles Convention Center,,San Francisco,United States,,https://expomap.ru/en/expo/ofc/
3254,Prowein 2027,prowein.de,http://www.prowein.de/,2027-03-07,2027-03-09,Dusseldorf Exhibition Center,,Dusseldorf,Germany,,https://expomap.ru/en/expo/prowein/
3255,Seafood Expo/Seafood Processing North America 2027,seafoodexpo.com,https://www.seafoodexpo.com/north-america/,2027-03-07,2027-03-09,Boston Convention & Exhibition Center,,Boston,United States,,https://expomap.ru/en/expo/seafood-exposeafood-processing-north-america/
3256,Laser World of Photonics Shanghai 2027,world-of-photonics-china.com,https://www.world-of-photonics-china.com/en/,2027-03-08,2027-03-10,Shanghai New International Expo Centre (SNIEC),,Shanghai,China,,https://expomap.ru/en/expo/laser-world-of-photonics-shanghai/
3257,Aquatech Amsterdam 2027,aquatechtrade.com,https://www.aquatechtrade.com/amsterdam/,2027-03-09,2027-03-12,Amsterdam RAI,,Amsterdam,Netherlands,,https://expomap.ru/en/expo/aquatech-amsterdam/2027/mar/
3258,Asia-Pacific Sourcing 2027,asia-pacificsourcing.com,http://www.asia-pacificsourcing.com/,2027-03-09,2027-03-11,Cologne Exhibition Center,,Cologne,Germany,,https://expomap.ru/en/expo/asia-pacific-sourcing/2027/mar/
3259,CCE International 2027,cce-international.com,https://www.cce-international.com/,2027-03-09,2027-03-11,Munich Exhibition Center,,Munich,Germany,,https://expomap.ru/en/expo/cce-international/2027/mar/
3260,Cfia Rennes 2027,cfiaexpo.com,https://www.cfiaexpo.com/,2027-03-09,2027-03-11,Rennes Parc Expo,,Rennes,France,,https://expomap.ru/en/expo/cfia-rennes/
3261,Eurogastro 2027,eurogastro.com.pl,https://eurogastro.com.pl/en/,2027-03-09,2027-03-11,Ptak Warsaw Expo,,Warsaw,Poland,,https://expomap.ru/en/expo/eurogastro/
3262,GreenTech Americas 2027,greentech.nl,https://www.greentech.nl/americas/,2027-03-09,2027-03-11,,,Mexico City,Mexico,,https://expomap.ru/en/expo/greentech-americas/
3263,Horeca Foodservice Expo 2027,horecafoodserviceexpo.com,http://horecafoodserviceexpo.com/en,2027-03-09,2027-03-11,Ptak Warsaw Expo,,Warsaw,Poland,,https://expomap.ru/en/expo/horeca-foodservice-expo/
3264,ICE Europe 2027,ice-x.com,https://www.ice-x.com/europe/2021/english/,2027-03-09,2027-03-11,Munich Exhibition Center,,Munich,Germany,,https://expomap.ru/en/expo/ice-europe/2027/mar/
3265,InPrint Munich 2027,cce-international.com,https://www.cce-international.com/en-gb/inprint-munich.html,2027-03-09,2027-03-11,Munich Exhibition Center,,Munich,Germany,,https://expomap.ru/en/expo/inprint-munich/
3266,International Drilling Conference and Exhibition 2027,drillingconference.org,http://www.drillingconference.org/international/Homepage,2027-03-09,2027-03-11,,,Galveston,United States,,https://expomap.ru/en/expo/international-drilling-conference-and-exhibition/
3267,National Hardware Show 2027,nationalhardwareshow.com,https://www.nationalhardwareshow.com/,2027-03-09,2027-03-10,Las Vegas Convention Center,,Las Vegas,United States,,https://expomap.ru/en/expo/national-hardware-show/
3268,One to One 2027,one-to-one-monaco.com,https://www.one-to-one-monaco.com/,2027-03-09,2027-03-11,,,Monte Carlo,Monaco,,https://expomap.ru/en/expo/one-to-one/
3269,Silicone Expo Europe 2027,siliconeexpo.materialsweekeurope.com,http://siliconeexpo.materialsweekeurope.com,2027-03-09,2027-03-10,RAI International Exhibition and Congress Centre,,Amsterdam,Netherlands,,https://expomap.ru/en/expo/silicone-expo-europe/
3270,StocExpo Europe 2027,stocexpo.com,https://www.stocexpo.com/en/,2027-03-09,2027-03-10,Ahoy Rotterdam,,Rotterdam,Netherlands,,https://expomap.ru/en/expo/stocexpo-europe/
3271,The Inspired Home Show 2027,theinspiredhomeshow.com,https://www.theinspiredhomeshow.com/?a=1,2027-03-09,2027-03-11,McCormick Place,,Chicago,United States,,https://expomap.ru/en/expo/the-inspired-home-show/
3272,The Magnetics Show Europe 2027,materialsweekeurope.com,http://materialsweekeurope.com,2027-03-09,2027-03-10,RAI International Exhibition and Congress Centre,,Amsterdam,Netherlands,,https://expomap.ru/en/expo/the-magnetics-show-europe/
3273,Vending Poland Expo 2027,vendingpolandexpo.com,http://vendingpolandexpo.com/en,2027-03-09,2027-03-11,Ptak Warsaw Expo,,Warsaw,Poland,,https://expomap.ru/en/expo/vending-poland-expo/
3274,Work Truck Week 2027,worktruckweek.com,https://www.worktruckweek.com/,2027-03-09,2027-03-12,Indiana State Fairgrounds,,Indianapolis,United States,,https://expomap.ru/en/expo/work-truck-week/2027/mar/
3275,World Hotel 2027,worldhotel.pl,http://worldhotel.pl/en,2027-03-09,2027-03-11,Ptak Warsaw Expo,,Warsaw,Poland,,https://expomap.ru/en/expo/world-hotel/
3276,AgriTek Astana 2027,expolead.ru,https://expolead.ru/info-partner,2027-03-10,2027-03-12,,,Astana,Kazakhstan,,https://expomap.ru/en/expo/agritek-astana/
3277,China Lubricating Expo 2027,luexpo.com,http://luexpo.com/,2027-03-10,2027-03-12,Yiwu International Expo Center,,Yiwu,China,,https://expomap.ru/en/expo/china-lubricating-expo/
3278,Cloud & Cyber Security Expo Europe - London 2027,cloudsecurityexpo.com,http://www.cloudsecurityexpo.com,2027-03-10,2027-03-11,ExCeL,,London,United Kingdom,,https://expomap.ru/en/expo/cloud-cyber-security-expo-europe-london/
3279,Cloud Expo Europe London 2027,cloudexpoeurope.com,https://www.cloudexpoeurope.com/,2027-03-10,2027-03-11,ExCeL,,London,United Kingdom,,https://expomap.ru/en/expo/cloud-expo-europe-london/
3280,Data Centre World 2027,datacentreworld.com,https://www.datacentreworld.com/,2027-03-10,2027-03-11,ExCeL,,London,United Kingdom,,https://expomap.ru/en/expo/data-centre-world/
3281,Leisure Tourism & Garden Fair Nuremberg 2027,freizeitmesse.de,https://www.freizeitmesse.de/,2027-03-10,2027-03-14,Nuremberg Trade Fair,,Nuremberg,Germany,,https://expomap.ru/en/expo/freizeit-touristik-garten-messe-nurnberg/
3282,Garten Muenchen 2027,garten-muenchen.de,http://www.garten-muenchen.de/,2027-03-10,2027-03-14,Munich Exhibition Center,,Munich,Germany,,https://expomap.ru/en/expo/garten-muenchen/
3283,Handwerk & Design 2027,ihm-handwerk-design.com,https://www.ihm-handwerk-design.com/,2027-03-10,2027-03-14,Munich Exhibition Center,,Munich,Germany,,https://expomap.ru/en/expo/handwerk-design/
3284,Home Fair Ljubljana 2027,home-fair.si,http://www.home-fair.si,2027-03-10,2027-03-14,Ljubljanski sejem - Ljubljana Exhibition and Convention Centre,,Ljubljana,Slovenia,,https://expomap.ru/en/expo/home-fair-ljubljana/
3285,Iberzoo + Propet Madrid 2027,ifema.es,https://www.ifema.es/iberzoo-propet,2027-03-10,2027-03-12,"Partenon Avenue, 5",,Madrid,Spain,,https://expomap.ru/en/expo/iberzoo-propet-madrid/
3286,Ihe - Inter Health Expo 2027,expolead.ru,https://expolead.ru/info-partner,2027-03-10,2027-03-12,China Import and Export Fair Complex Area B,,Guangzhou,China,,https://expomap.ru/en/expo/ihe-inter-health-expo/
3287,International Food Exhibition 2027,expolead.ru,https://expolead.ru/info-partner,2027-03-10,2027-03-12,Guangzhou IC and Exhibition Center,,Guangzhou,China,,https://expomap.ru/en/expo/international-food-exhibition/
3288,International Grain and Oil Expo 2027,expolead.ru,https://expolead.ru/info-partner,2027-03-10,2027-03-12,China Import and Export Fair Pazhou Complex,,Guangzhou,China,,https://expomap.ru/en/expo/international-grain-and-oil-expo/
3289,International High-end Drinking Water Industry Expo 2027,expolead.ru,https://expolead.ru/info-partner,2027-03-10,2027-03-12,Guangzhou IC and Exhibition Center,,Guangzhou,China,,https://expomap.ru/en/expo/international-high-end-drinking-water-industry-expo/
3290,International Media MarketPlace (IMM) France 2027,travmedia.com,https://travmedia.com/immfrance/,2027-03-10,2027-03-10,,,Paris,France,,https://expomap.ru/en/expo/international-media-marketplace-imm-france/
3291,International Crafts Fair (IHM) 2027,ihm.de,http://www.ihm.de/,2027-03-10,2027-03-14,Munich Exhibition Center,,Munich,Germany,,https://expomap.ru/en/expo/internationale-handwerksmesse-ihm/
3292,Intertextile Shanghai Home Textiles Spring 2027,intertextile-shanghai-hometextiles-spring.hk.messefrankfurt.com,https://intertextile-shanghai-hometextiles-spring.hk.messefrankfurt.com/shanghai/en.html,2027-03-10,2027-03-12,National Exhibition and Convention Center (Shanghai) NECC,,Shanghai,China,,https://expomap.ru/en/expo/intertextile-shanghai-home-textiles/
3293,Lab-Supply Frankfurt 2027,lab-supply.info,https://www.lab-supply.info/,2027-03-10,2027-03-10,,,Frankfurt/Main,Germany,,https://expomap.ru/en/expo/lab-supply-frankfurt/
3294,Meat Pro Asia 2027,meatpro-asia.com,https://meatpro-asia.com/,2027-03-10,2027-03-12,Impact Exhibition & Convention Center,,Bangkok,Thailand,,https://expomap.ru/en/expo/meat-pro-asia/2027/mar/
3295,ProPak Vietnam 2027,propakvietnam.com,https://www.propakvietnam.com/,2027-03-10,2027-03-12,"SECC (Saigon Exhibition and Convention Center), 799 Nguyen Van Linh",,Ho Chi Minh City,Vietnam,,https://expomap.ru/en/expo/propak-vietnam/
3296,R&OC 2027,en.cantonrehacare.com,http://en.cantonrehacare.com/,2027-03-10,2027-03-12,Poly World Trade Expo Center (PWTC),,Guangzhou,China,,https://expomap.ru/en/expo/roc/
3297,Sejem Dom - Home Fair 2027,sejemdom.si,http://www.sejemdom.si,2027-03-10,2027-03-14,Ljubljanski sejem - Ljubljana Exhibition and Convention Centre,,Ljubljana,Slovenia,,https://expomap.ru/en/expo/sejem-dom-home-fair/2027/mar/
3298,Sharm 2027,sharmrostov.ru,https://www.sharmrostov.ru/,2027-03-10,2027-03-13,Don exposition center,,Rostov on Don,Russia,,https://expomap.ru/en/expo/sharm/
3299,Sydney Build Expo 2027,sydneybuildexpo.com,http://www.sydneybuildexpo.com,2027-03-10,2027-03-11,ICC Sydney - International Convention Centre Sydney,,Sydney,Australia,,https://expomap.ru/en/expo/sydney-build-expo/
3300,Vision Expo East 2027,east.visionexpo.com,https://east.visionexpo.com/,2027-03-10,2027-03-12,Orange County Convention Center,,Orlando,United States,,https://expomap.ru/en/expo/vision-expo-east/
3301,VIV Asia 2027,vivasia.nl,https://www.vivasia.nl/,2027-03-10,2027-03-12,Impact Exhibition & Convention Center,,Bangkok,Thailand,,https://expomap.ru/en/expo/viv-asia/2027/mar/
3302,W3 + Fair Wetzlar 2027,w3-messe.de,http://w3-messe.de/en,2027-03-10,2027-03-11,Buderus Arena,,Wetzlar,Germany,,https://expomap.ru/en/expo/w3-fair-wetzlar/
3303,Living and Interior Fair 2027,wohnen-interieur.at,https://www.wohnen-interieur.at/de-at.html,2027-03-10,2027-03-14,Vienna Exhibition and Congress Centre,,Vienna,Austria,,https://expomap.ru/en/expo/wohnen-interieur-messe/
3304,Central Oregon Sportsmen's Show 2027,cosportsmensshow.com,https://www.cosportsmensshow.com/,2027-03-11,2027-03-14,Interstate Bank Center and Deschutes County Fair & Expo Center,,Redmond,United States,,https://expomap.ru/en/expo/central-oregon-sportsmens-show/
3305,Destinations Nature 2027,destinations-nature.com,https://www.destinations-nature.com/,2027-03-11,2027-03-14,"Paris Exhibition Centre, Versailles Gate",,Paris,France,,https://expomap.ru/en/expo/destinations-nature/
3306,Edmonton Boat & Sportsmen's Show 2027,edmontonboatandsportshow.ca,http://www.edmontonboatandsportshow.ca/,2027-03-11,2027-03-14,Edmonton Expo Centre,,Edmonton,Canada,,https://expomap.ru/en/expo/edmonton-boat-sportsmens-show/
3307,Ethio Health Exhibition & Congress 2027,ethio-health.com,https://ethio-health.com/,2027-03-11,2027-03-13,Skylight,,Addis Ababa,Ethiopia,,https://expomap.ru/en/expo/ethio-health-exhibition-congress/
3308,Foshan Machine Tool Exhibition 2027,expocme.cn,https://www.expocme.cn/fs,2027-03-11,2027-03-14,Tanzhou International Convention and Exhibition Center,,Foshan,China,,https://expomap.ru/en/expo/foshan-machine-tool-exhibition/
3309,Guangzhou Shading And Window-Door Exhibition 2026,windoorexpo.com,https://www.windoorexpo.com/,2027-03-11,2027-03-13,Poly World Trade Center,,Guangzhou,China,,https://expomap.ru/en/expo/guangzhou-shading-and-window-door-exhibition/
3310,JNMTE Hefei 2027,hefei.jnmte.com,http://hefei.jnmte.com/,2027-03-11,2027-03-14,Hefei Binhu International Convention and Exhibition Center,,Hefei,China,,https://expomap.ru/en/expo/jnmte-hefei/
3311,Northwest Sportshow 2027,northwestsportshow.com,https://www.northwestsportshow.com/,2027-03-11,2027-03-14,Minneapolis Convention Center,,Minneapolis,United States,,https://expomap.ru/en/expo/northwest-sportshow/
3312,Paris World Tourism Show 2027,salons-du-tourisme.com,https://www.salons-du-tourisme.com/Paris,2027-03-11,2027-03-14,"Paris Exhibition Centre, Versailles Gate",,Paris,France,,https://expomap.ru/en/expo/salon-mondial-du-tourisme-paris/
3313,Taipei International Bakery Show (TIBS) 2027,tibs.org.tw,https://www.tibs.org.tw/en/,2027-03-11,2027-03-14,Taipei World Trade Center (TWTC),,Taipei,Taiwan,,https://expomap.ru/en/expo/taipei-international-bakery-show-tibs/
3314,Tyrolean Spring Fair 2027,fruehjahrsmesse.at,https://www.fruehjahrsmesse.at/de/,2027-03-11,2027-03-14,Innsbruck Exhibition Center,,Innsbruck,Austria,,https://expomap.ru/en/expo/tiroler-fruhjahrsmesse/
3315,Azubi & Studientage Wiesbaden 2027,azubitage.de,https://azubitage.de/wiesbaden,2027-03-12,2027-03-13,Rhein-Main-Hallen,,Wiesbaden,Germany,,https://expomap.ru/en/expo/azubi-studientage-wiesbaden/
3316,Building and Renovation Rostock 2027,neue-messe-rostock.de,https://www.neue-messe-rostock.de/messen/bauen-sanieren-eigenheim/rostock,2027-03-12,2027-03-14,Rostock Hanseatic Exhibition Center,,Rostock,Germany,,https://expomap.ru/en/expo/bauen-sanieren-rostock/
3317,Munster Building Fair 2027,baumesse.de,https://www.baumesse.de/muenster/,2027-03-12,2027-03-14,Halle Munsterland Exhibition and Congress Center,,Munster,Germany,,https://expomap.ru/en/expo/baumesse-munster/
3318,Camden Show 2027,camdenshow.com,http://www.camdenshow.com/,2027-03-12,2027-03-13,Camden Exhibition Hall,,Camden,Australia,,https://expomap.ru/en/expo/camden-show/
3319,Chemnitzer Fruhling 2027,chemnitzer-fruehling.de,https://www.chemnitzer-fruehling.de/,2027-03-12,2027-03-14,Chemnitz Exhibition Center,,Chemnitz,Germany,,https://expomap.ru/en/expo/chemnitzer-fruhling/
3320,Fabrics & Accessories Trade Show Delhi 2026,fnashow.in,https://www.fnashow.in/,2027-03-12,2027-03-14,Trade Centre KTPO,,Bangalore,India,,https://expomap.ru/en/expo/fabrics-accessories-trade-show-delhi/
3321,The Real Estate Fair Stockholm 2027,fastighetsmassansthlm.se,http://www.fastighetsmassansthlm.se/en,2027-03-12,2027-03-13,Kista Fair,,Stockholm,Sweden,,https://expomap.ru/en/expo/fastighetsmassan-stockholm/
3322,Faszination Modellbahn 2027,faszination-modellbahn.com,http://www.faszination-modellbahn.com,2027-03-12,2027-03-14,Maimarkt Mannheim,,Mannheim,Germany,,https://expomap.ru/en/expo/faszination-modellbahn/
3323,Hessian Agricultural Fair (HeLa) 2027,hessenhalle-alsfeld.de,https://www.hessenhalle-alsfeld.de/messen/hela,2027-03-12,2027-03-14,Hessenhalle Alsfeld,,Alsfeld,Germany,,https://expomap.ru/en/expo/hessian-agricultural-fair-hela/
3324,Internorga 2027,internorga.com,https://www.internorga.com/,2027-03-12,2027-03-16,Hamburg Exhibition and Congress Center,,Hamburg,Germany,,https://expomap.ru/en/expo/internorga/
3325,IWF SHANGHAI 2027,ciwf.com.cn,https://www.ciwf.com.cn/,2027-03-12,2027-03-14,Shanghai World Expo Exhibition & Convention Center (SWEECC),,Shanghai,China,,https://expomap.ru/en/expo/iwf-shanghai/
