exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
GALSER SA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GALSER SA,,Exhibitor in BioJapan,Yokohama,
Gap-Filler Bio.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Gap-Filler Bio.,B-52,Exhibitor in BioJapan,Yokohama,
GATE2BRAIN S.L.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GATE2BRAIN S.L.,B-51,Exhibitor in BioJapan,Yokohama,
"Gel Coat Biomaterials, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Gel Coat Biomaterials, Inc.",V-87,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Gellycle,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Gellycle,D-77,Exhibitor in BioJapan,Yokohama,
GemPharmatech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GemPharmatech,D-62,Exhibitor in BioJapan,Yokohama,
GenAhead Bio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GenAhead Bio,C-03,Exhibitor in BioJapan,Yokohama,
Generize,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Generize,A-06,Exhibitor in BioJapan,Yokohama,
Genethon,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Genethon,D-30,Exhibitor in BioJapan,Yokohama,
Genomeditech (Shanghai),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Genomeditech (Shanghai),D-118,Exhibitor in BioJapan,Yokohama,
Genomics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Genomics,C-24,Exhibitor in BioJapan,Yokohama,
Genopole,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Genopole,D-30,Exhibitor in BioJapan,Yokohama,
Genother,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Genother,D-30,Exhibitor in BioJapan,Yokohama,
genOway Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,genOway Japan,C-54,Exhibitor in BioJapan,Yokohama,
GenScript,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GenScript,D-09,Exhibitor in BioJapan,Yokohama,
Genuin Biotechnologies LLC,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Genuin Biotechnologies LLC,C-40,Exhibitor in BioJapan,Yokohama,
Genvira Biosciences,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Genvira Biosciences,B-84,Exhibitor in BioJapan,Yokohama,
German Pavilion,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,German Pavilion,B-73,Exhibitor in BioJapan,Yokohama,
Germany Trade and Invest Gesellschaft für Außenwirtschaft und Standortmarketing mbH,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Germany Trade and Invest Gesellschaft für Außenwirtschaft und Standortmarketing mbH,B-73,Exhibitor in BioJapan,Yokohama,
GEXVal,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GEXVal,C-46,Exhibitor in BioJapan,Yokohama,
GlioCART,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GlioCART,D-34,Exhibitor in BioJapan,Yokohama,
Global Health Innovative Technology Fund (GHIT Fund),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Global Health Innovative Technology Fund (GHIT Fund),B-31,Exhibitor in BioJapan,Yokohama,
Global Regulatory Partners GK,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Global Regulatory Partners GK,C-41,Exhibitor in BioJapan,Yokohama,
GlyTech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GlyTech,D-87,Exhibitor in BioJapan,Yokohama,
"GlyTech, Inc. / KH Neochem Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"GlyTech, Inc. / KH Neochem Co., Ltd.",D-87,Exhibitor in BioJapan,Yokohama,
GOJO MEDICAL,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GOJO MEDICAL,D-120,Exhibitor in BioJapan,Yokohama,
"GOKO Imaging Devices Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"GOKO Imaging Devices Co., Ltd.",B-05,Exhibitor in BioJapan,Yokohama,
GOMINUX,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GOMINUX,A-06,Exhibitor in BioJapan,Yokohama,
"Government of Ontario, Canada",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Government of Ontario, Canada",B-84,Exhibitor in BioJapan,Yokohama,
Grancell,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Grancell,A-06,Exhibitor in BioJapan,Yokohama,
Grand Green,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Grand Green,B-49,Exhibitor in BioJapan,Yokohama,
Granzer Pharmaceutical Services GmbH,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Granzer Pharmaceutical Services GmbH,B-73,Exhibitor in BioJapan,Yokohama,
Greater Tokyo Innovation Ecosystem (GTIE),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Greater Tokyo Innovation Ecosystem (GTIE),V-96,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Green Earth Institute,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Green Earth Institute,B-72,Exhibitor in BioJapan,Yokohama,
Greenlight Clinical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Greenlight Clinical,D-95,Exhibitor in BioJapan,Yokohama,
GRT Health,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,GRT Health,B-84,Exhibitor in BioJapan,Yokohama,
Guidepoint Global Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Guidepoint Global Japan,D-86,Exhibitor in BioJapan,Yokohama,
Gwo Xi Stem Cell Applied Technology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Gwo Xi Stem Cell Applied Technology,D-26,Exhibitor in BioJapan,Yokohama,
H.U.Cells,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,H.U.Cells,A-01,Exhibitor in BioJapan,Yokohama,
HaKaL,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HaKaL,A-13,Exhibitor in BioJapan,Yokohama,
Hakarel,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hakarel,A-01,Exhibitor in BioJapan,Yokohama,
HAMIQ,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HAMIQ,V-65,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
HanchorBio,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HanchorBio,D-26,Exhibitor in BioJapan,Yokohama,
Harima Chemicals,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Harima Chemicals,B-72,Exhibitor in BioJapan,Yokohama,
Harro Höfliger/Mutual,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Harro Höfliger/Mutual,D-97,Exhibitor in BioJapan,Yokohama,
Healios,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Healios,R-40,Exhibitor in Regenerative Medicine Japan,Yokohama,
Health Tech Japan 2026,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Health Tech Japan 2026,,Exhibitor in healthTECH JAPAN,Yokohama,
Healthcare Innovation Hub,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Healthcare Innovation Hub,V-65,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Heartseed Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Heartseed Inc.,V-59,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
HEPHAISTOS PHARMA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HEPHAISTOS PHARMA,D-30,Exhibitor in BioJapan,Yokohama,
HIGUCHI,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HIGUCHI,D-84,Exhibitor in BioJapan,Yokohama,
Himuka AM Pharma,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Himuka AM Pharma,V-45,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
HINO Computer System,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HINO Computer System,H-04,Exhibitor in healthTECH JAPAN,Yokohama,
HiPep Laboratories,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HiPep Laboratories,V-80,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
HiRO,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HiRO,,Exhibitor in BioJapan,Yokohama,
HiRO Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HiRO Japan,A-37,Exhibitor in BioJapan,Yokohama,
Hiroshima Bio-DX Community,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hiroshima Bio-DX Community,A-20,Exhibitor in BioJapan,Yokohama,
Hiroshima University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hiroshima University,A-22,Exhibitor in BioJapan,Yokohama,
Hiroshima University [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hiroshima University [NINEJP],,Exhibitor in BioJapan,Yokohama,
Hiroshima University Hospital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hiroshima University Hospital,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Hitachi,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hitachi,B-39,Exhibitor in BioJapan,Yokohama,
Hitachi Group,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hitachi Group,R-05,Exhibitor in Regenerative Medicine Japan,Yokohama,
HOKKAIDO MITSUI CHEMICALS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HOKKAIDO MITSUI CHEMICALS,B-44,Exhibitor in BioJapan,Yokohama,
Hokkaido Prime Bio Community,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hokkaido Prime Bio Community,A-07,Exhibitor in BioJapan,Yokohama,
Hokkaido System Science,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hokkaido System Science,B-44,Exhibitor in BioJapan,Yokohama,
Hokkaido Univearsity,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hokkaido Univearsity,,Exhibitor in BioJapan,Yokohama,
Hokkaido University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hokkaido University,B-44,Exhibitor in BioJapan,Yokohama,
Hokkaido University [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hokkaido University [NINEJP],,Exhibitor in BioJapan,Yokohama,
Hokkaido University Hospital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hokkaido University Hospital,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Hokkaido University Institute for Vaccine Research and Development (IVReD),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hokkaido University Institute for Vaccine Research and Development (IVReD),A-41,Exhibitor in BioJapan,Yokohama,
Hokkaido University of Science,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hokkaido University of Science,A-48,Exhibitor in BioJapan,Yokohama,
Hokkaido&Sapporo BIO Industries Consortium,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hokkaido&Sapporo BIO Industries Consortium,B-44,Exhibitor in BioJapan,Yokohama,
Hongene Biotech Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hongene Biotech Japan,C-79,Exhibitor in BioJapan,Yokohama,
Hope Tech,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hope Tech,,Exhibitor in BioJapan,Yokohama,
Horizon Illumination Lab Optics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Horizon Illumination Lab Optics,B-72,Exhibitor in BioJapan,Yokohama,
Hosokawa Micron,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hosokawa Micron,A-01,Exhibitor in BioJapan,Yokohama,
HUABIO,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HUABIO,A-10,Exhibitor in BioJapan,Yokohama,
Human Life CORD Japan Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Human Life CORD Japan Inc.,V-53,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Human Memory B-cell Date Analysis,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Human Memory B-cell Date Analysis,B-44,Exhibitor in BioJapan,Yokohama,
Human Metabolome Technologies,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Human Metabolome Technologies,C-12,Exhibitor in BioJapan,Yokohama,
HVC KYOTO (Healthcare Venture Conference KYOTO),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,HVC KYOTO (Healthcare Venture Conference KYOTO),B-42,Exhibitor in BioJapan,Yokohama,
Hynts Tech Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hynts Tech Corporation,V-04,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Hôpitaux Universitaires de Genève,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Hôpitaux Universitaires de Genève,,Exhibitor in BioJapan,Yokohama,
i Chemical Lab.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,i Chemical Lab.,C-77,Exhibitor in BioJapan,Yokohama,
i-RNA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,i-RNA,B-84,Exhibitor in BioJapan,Yokohama,
iBody,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,iBody,B-50,Exhibitor in BioJapan,Yokohama,
"ICON OUTSOURCING, CONSULTING & SERVICES SL",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"ICON OUTSOURCING, CONSULTING & SERVICES SL",B-51,Exhibitor in BioJapan,Yokohama,
ICQ,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ICQ,,Exhibitor in BioJapan,Yokohama,
"ID Pharma Co.,Ltd. （Regenerative Medicine CDMO Subsidy Office）",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"ID Pharma Co.,Ltd. （Regenerative Medicine CDMO Subsidy Office）",R-29,Exhibitor in Regenerative Medicine Japan,Yokohama,
IDDK,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,IDDK,C-85,Exhibitor in BioJapan,Yokohama,
IDT Biologika,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,IDT Biologika,B-73,Exhibitor in BioJapan,Yokohama,
iFoodMed.inc/Jumonji University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,iFoodMed.inc/Jumonji University,A-15,Exhibitor in BioJapan,Yokohama,
iHeart Japan Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,iHeart Japan Corporation,V-54,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
IIDA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,IIDA,B-05,Exhibitor in BioJapan,Yokohama,
IKEIKEN Surgical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,IKEIKEN Surgical,B-72,Exhibitor in BioJapan,Yokohama,
Iktos K.K.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Iktos K.K.,V-17,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Illumi Medical,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Illumi Medical,PTR-02,Exhibitor in BioJapan,Yokohama,
Illumi Medical [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Illumi Medical [NINEJP],,Exhibitor in BioJapan,Yokohama,
Illumia Lab,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Illumia Lab,B-86,Exhibitor in BioJapan,Yokohama,
Illumina,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Illumina,D-79,Exhibitor in BioJapan,Yokohama,
ImmuniT Research [NINEJP],,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ImmuniT Research [NINEJP],,Exhibitor in BioJapan,Yokohama,
INABATA &,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,INABATA &,R-23,Exhibitor in Regenerative Medicine Japan,Yokohama,
InhaTarget Therapeutics,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,InhaTarget Therapeutics,C-35,Exhibitor in BioJapan,Yokohama,
Inland Japan Innovation Ecosystem (IJIE),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Inland Japan Innovation Ecosystem (IJIE),V-95,,Yokohama,
Innobiomil,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Innobiomil,D-30,Exhibitor in BioJapan,Yokohama,
INPIT (The National Center for Industrial Property Information and Training),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,INPIT (The National Center for Industrial Property Information and Training),C-80,Exhibitor in BioJapan,Yokohama,
INPLANTA INNOVATIONS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,INPLANTA INNOVATIONS,B-05,Exhibitor in BioJapan,Yokohama,
InSilico Medicine Hong Kong Limited,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,InSilico Medicine Hong Kong Limited,D-74,Exhibitor in BioJapan,Yokohama,
Institute for Glyco-core Research (iGCORE),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Institute for Glyco-core Research (iGCORE),A-33,Exhibitor in BioJapan,Yokohama,
Institute of Advanced Biomedical Engineering and Science Tokyo Women’s Medical Univerisity,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Institute of Advanced Biomedical Engineering and Science Tokyo Women’s Medical Univerisity,A-15,Exhibitor in BioJapan,Yokohama,
Institute of Science Tokyo,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Institute of Science Tokyo,,Exhibitor in BioJapan,Yokohama,
"Institute of Transformative Bio-Molecules, Nagoya University, Tokai National Higher Education and Research System",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Institute of Transformative Bio-Molecules, Nagoya University, Tokai National Higher Education and Research System",A-33,Exhibitor in BioJapan,Yokohama,
Integrated Biosciences,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Integrated Biosciences,C-45,Exhibitor in BioJapan,Yokohama,
Integrated health industry city site that will be a world model for self-sustained growth of human resourcesand technology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Integrated health industry city site that will be a world model for self-sustained growth of human resourcesand technology,B-48,Exhibitor in BioJapan,Yokohama,
IntegriCulture,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,IntegriCulture,A-15,Exhibitor in BioJapan,Yokohama,
Inter-University Research Institute Corporation Research Organization of Information and Systems National Institute of Genetics/ Research & Innovation Bridge Center ABS Support Office,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Inter-University Research Institute Corporation Research Organization of Information and Systems National Institute of Genetics/ Research & Innovation Bridge Center ABS Support Office,A-54,Exhibitor in BioJapan,Yokohama,
International Research Center for Medical Sciences (IRCMS),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,International Research Center for Medical Sciences (IRCMS),V-71,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Intralink,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Intralink,D-42,Exhibitor in BioJapan,Yokohama,
Inventia Life Science,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Inventia Life Science,D-95,Exhibitor in BioJapan,Yokohama,
Invest in Tuscany,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Invest in Tuscany,D-99,Exhibitor in BioJapan,Yokohama,
Invest NSW,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Invest NSW,D-95,Exhibitor in BioJapan,Yokohama,
"InvestHK, Hong Kong Economic and Trade Office",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"InvestHK, Hong Kong Economic and Trade Office",B-32,Exhibitor in BioJapan,Yokohama,
Invitalia,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Invitalia,D-99,Exhibitor in BioJapan,Yokohama,
iOWNA,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,iOWNA,C-24,Exhibitor in BioJapan,Yokohama,
iPark Institute,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,iPark Institute,,Exhibitor in BioJapan,Yokohama,
"iPS Academia Japan, Inc.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"iPS Academia Japan, Inc.",B-03,Exhibitor in BioJapan,Yokohama,
IQVIA Services Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,IQVIA Services Japan,D-94,Exhibitor in BioJapan,Yokohama,
IQVIA Services Japan G.K.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,IQVIA Services Japan G.K.,D-94,Exhibitor in BioJapan,Yokohama,
IQVIA Solutions Japan,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,IQVIA Solutions Japan,,Exhibitor in BioJapan,Yokohama,
Iris Biotech GmbH,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Iris Biotech GmbH,B-73,Exhibitor in BioJapan,Yokohama,
IT4IP,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,IT4IP,C-35,Exhibitor in BioJapan,Yokohama,
ITOCHU,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ITOCHU,C-48,Exhibitor in BioJapan,Yokohama,
ITOCHU/A2 Healthcare/Coremed/TXP Medical / BELLSYSTEM24,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,ITOCHU/A2 Healthcare/Coremed/TXP Medical / BELLSYSTEM24,C-48,Exhibitor in BioJapan,Yokohama,
"Iwai Chemicals Company, LTD",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Iwai Chemicals Company, LTD",B-55,Exhibitor in BioJapan,Yokohama,
Iwate Medical University,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Iwate Medical University,A-46,Exhibitor in BioJapan,Yokohama,
Iwate Tohoku Medical Megabank Organization,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Iwate Tohoku Medical Megabank Organization,A-51,Exhibitor in BioJapan,Yokohama,
iwellness,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,iwellness,A-09,Exhibitor in BioJapan,Yokohama,
iXflow,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,iXflow,B-05,Exhibitor in BioJapan,Yokohama,
iXgene Inc.,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,iXgene Inc.,V-49,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
"J-MINT Accreditation and Promotion Center Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"J-MINT Accreditation and Promotion Center Co., Ltd.",V-51,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
J21 Corporation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,J21 Corporation,H-11,Exhibitor in healthTECH JAPAN,Yokohama,
JAAME,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,JAAME,V-40,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Janvier Labs,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Janvier Labs,D-30,Exhibitor in BioJapan,Yokohama,
"Japan Advanced Institute of Science and Technology, Research Center for Exponential Biomedical DX",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Japan Advanced Institute of Science and Technology, Research Center for Exponential Biomedical DX",A-31,Exhibitor in BioJapan,Yokohama,
Japan Agency for Marine Earth Science and Technology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Agency for Marine Earth Science and Technology,C-19,Exhibitor in BioJapan,Yokohama,
Japan Agency for Medical Research and Development,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Agency for Medical Research and Development,B-01,Exhibitor in BioJapan,Yokohama,
Japan Agency for Medical Research and Development(AMED),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Agency for Medical Research and Development(AMED),,Exhibitor in BioJapan,Yokohama,
Japan Bioindustry Association/Japan Association of Bioindustries Executives,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Bioindustry Association/Japan Association of Bioindustries Executives,A-12,Exhibitor in BioJapan,Yokohama,
Japan Bioindustry Award/Bioindustry Research Award,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Bioindustry Award/Bioindustry Research Award,,Exhibitor in BioJapan,Yokohama,
Japan Biological Informatics Consortium,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Biological Informatics Consortium,C-73,Exhibitor in BioJapan,Yokohama,
Japan External Trade Organization,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan External Trade Organization,B-82,Exhibitor in BioJapan,Yokohama,
Japan Food Research Laboratories,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Food Research Laboratories,B-44,Exhibitor in BioJapan,Yokohama,
Japan Healthcare Venture Summit / Clinical Research Core Hospital,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Healthcare Venture Summit / Clinical Research Core Hospital,V‐33,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Japan Healthcare Venture Summit / Japan Science and Technology Agency,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Healthcare Venture Summit / Japan Science and Technology Agency,V-45,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
"Japan Healthcare Venture Summit / Ministry of Health, Labour and Welfare Small/Startup Business Innovation Research",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Japan Healthcare Venture Summit / Ministry of Health, Labour and Welfare Small/Startup Business Innovation Research",V-51,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Japan Institute for Health Security,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Institute for Health Security,,Exhibitor in BioJapan,Yokohama,
Japan Patent Attorneys Association,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Patent Attorneys Association,A-19,Exhibitor in BioJapan,Yokohama,
Japan Pharmaceutical Manufacturers Association,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Pharmaceutical Manufacturers Association,C-74,Exhibitor in BioJapan,Yokohama,
Japan Science and Technology,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Science and Technology,B-02,Exhibitor in BioJapan,Yokohama,
Japan Science and Technology Agency,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Science and Technology Agency,V-45,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
Japan Science and Technology Agency (JST),,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Science and Technology Agency (JST),B-02,Exhibitor in BioJapan,Yokohama,
Japan Tissue Engineering,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japan Tissue Engineering,R-17-02,Exhibitor in Regenerative Medicine Japan,Yokohama,
"Japan Tissue Engineering Co., Ltd. (J-TEC)（Regenerative Medicine CDMO Subsidy Office）",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"Japan Tissue Engineering Co., Ltd. (J-TEC)（Regenerative Medicine CDMO Subsidy Office）",R-29,Exhibitor in Regenerative Medicine Japan,Yokohama,
Japanese Association of Medical University for Technology Transfer,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,Japanese Association of Medical University for Technology Transfer,B-04,Exhibitor in BioJapan,Yokohama,
JBA Future Co-Creation Booth: Food & Healthcare Innovation,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,JBA Future Co-Creation Booth: Food & Healthcare Innovation,A-15,Exhibitor in BioJapan,Yokohama,
JEOL,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,JEOL,B-40,Exhibitor in BioJapan,Yokohama,
JGC HOLDINGS,,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,JGC HOLDINGS,B-72,Exhibitor in BioJapan,Yokohama,
"JIC Venture Growth Investments Co., Ltd.",,,,"PACIFICO Yokohama, Yokohama, Japan",Japan,"JIC Venture Growth Investments Co., Ltd.",V-27,Exhibitor in Japan Healthcare Venture Summit,Yokohama,
