exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
M.D. Boso Comércio de Cosméticos Ltda,skcosmetics.ae,+55143436-1028,export5@prohall.com.br,"68, 18682-422, Lençóis Paulista, Brazil",Brazil,M.D. Boso Comércio de Cosméticos Ltda,"B12, C12",Prohall Professional is a Brazilian company consolidated in the market for offering high quality products made with the best...,Lençóis Paulista,
M.S. Beauty Line Co. Ltd.,beautyandperfumeintl.com,+6621582531,pairat@me-beauty.com,"Wangthonglang, 10310, Bangkok, Thailand",Thailand,M.S. Beauty Line Co. Ltd.,C32,"About us, we are professional Skin Care Company with ISO 9001 export to 35 countries in the world. We have house Brand under...",Bangkok,
M/s Herbion Pakistan (Private) Ltd,herbion.com,+922138679260,hafsa.saghir@herbion.org,"Plot No. H-3/A Korangi Industrial Area Sector, 75100, Karachi, Pakistan",Pakistan,M/s Herbion Pakistan (Private) Ltd,F25,,Karachi,
M/S Zymo Cosmetics,zymocosmetics.com,+919274431907,urshita.mishra@zymo.in,"Santej Kalol Opp Katlax Enter, 382721, Gandhinagar, India",India,M/S Zymo Cosmetics,B28,"Zymo Cosmetics is a trusted third-party cosmetic manufacturer, offering more than 1500 products across over 35 categories...",Gandhinagar,
M/s. Montis Pvt Ltd,,+923000662403,afsheen_wasim1974@yahoo.com,"KM Kattar Bund Road, 1, 54400, Thokar Niaz Beg, Lahore, Pakistan",Pakistan,M/s. Montis Pvt Ltd,B12,,"Thokar Niaz Beg, Lahore",
Macadamia,,+97165739392,purchase7dubai@nazih.com,"Buhairah Corniche, Sharjah, United Arab Emirates",United Arab Emirates,Macadamia,,MACADAMIA Beauty’s exclusive formulation is unlike any other Oil-Infused Hair Care. Macadamia understands the role that mechanical...,Sharjah,
MAD PARFUMEUR,madparfum.com,+90312,ozgur.ozbulut@madparfum.com,"Cd no. 5/A Kahramankazan, 06980, Ankara, Türkiye",Türkiye,MAD PARFUMEUR,F11,"Our passionate journey into this magical world of perfumes, which evoke different emotions in every nuance, is one of the...",Ankara,
MAGASALFA,,+34666347793,laia.palacin@lacabinegroup.com,"Arquitectura 4, Montcada i Reixac, 08110, BARCELONA, Spain",Spain,MAGASALFA,G26,"Established over fifteen years ago in Barcelona, laCabine Group has become a leader in innovative cosmetics. From the beginning...",BARCELONA,
MAGIC HAIR FOR BEAUTY AND PERSONAL CARE REQUISITES TRADING CO. L.L.C,gulforchid.com,+971505033474,magichair.ae@gmail.com,"Al Barsha Office 219, Dubai, United Arab Emirates",United Arab Emirates,MAGIC HAIR FOR BEAUTY AND PERSONAL CARE REQUISITES TRADING CO. L.L.C,A13,,Dubai,
"Magnolia Cosmetics Co., Limited",skcosmetics.ae,+85218620118664,2715247470@qq.com,"New Mandarin Plaza, Tsimshatsui, Hong Kong",Hong Kong,"Magnolia Cosmetics Co., Limited",B17,,Tsimshatsui,
MAISON BERLINER,maisonberliner.com,666875512,maison.berliner@gmail.com,"avenue des Champs Elysées 50, 75008, PARIS 8è, France",France,MAISON BERLINER,D31,"Maison Berliner is an independent French niche fragrance house, born in Paris with the ambition to offer a distinctive, creative...",PARIS 8è,
MAISON DE HAYA FOR PERFUMES & COSMETICS TRADING CO. L.L.C,lhayaperfumes.com,+971559999406,farhan@lhayaperfumes.com,"116823, United Arab Emirates",United Arab Emirates,MAISON DE HAYA FOR PERFUMES & COSMETICS TRADING CO. L.L.C,A10,,,
Maison De Maa Kozmetik San. ve Dis. Tic. Ltd. Sti.,skcosmetics.ae,+905494907024,info@maisondemaa.com,"Skyland B Huzur Mah. Azerbaycan Cad No. 4, 34396, Istranbul, Türkiye",Türkiye,Maison De Maa Kozmetik San. ve Dis. Tic. Ltd. Sti.,F26,"MAA ALTHAHAB is a fragrance house inspired by olfactive memories of Middle Eastern heritage, combined with modern Western...",Istranbul,
MAISON MIRWAD FOR PERFUMES,mirwad.com,+97477363039,kate@mirwad.com,"Marina Twin Tower B, 11560, Lusail, Qatar",Qatar,MAISON MIRWAD FOR PERFUMES,E45,"Maison Mirwad is guided by the belief that fragrance is an intimate language — shaped by memory, material, and presence rather...",Lusail,
Maja Health Care Division,,+91124478555,rashmi@vijohngroup.com,"Udyog Vihar, Phase - lll, 122016, Gurugram, India",India,Maja Health Care Division,A10,"SINCE 1960 VI-JOHN GROUP is one of the leading manufacturers of personal care, health care products & cosmetics. Our products...",Gurugram,
Majesty Packaging Global Limited,majestyglobal.com,+85223680977,kristen.cheng@majestyvalve.com,"Carpenter Road, Kowloon City 128, 999077, Hong KOng, Hong Kong",Hong Kong,Majesty Packaging Global Limited,A27,Majesty Packaging Systems Limited is a private enterprise dedicated to the packaging industry. Majesty is committed to research...,Hong KOng,
MAKEMAKE Inc.,,+8210-3571-3010,sokwon@makemake.it,"142-10, Saneop-ro 156beon-gi Gwonseon-gu, Suwon-si, Korea, the Republic of (South)","Korea, the Republic of (South)",MAKEMAKE Inc.,E25,"MAKEMAKE Inc. is a South Korean beauty technology company and the creator of SOOO, a premium brand for hair, scalp and body...",Suwon-si,
Maletti,malettigroup.com,+97165739392,purchase5dubai@nazih.com,"Buhairah Corniche, Sharjah, United Arab Emirates",United Arab Emirates,Maletti,,Maletti is a world leading Italian company in the design and supply of hair salon furniture. It is a recognized Made in Italy...,Sharjah,
MALMO EXPORTS PRIVATE LIMITED,maisonmalmo.com,+91919820057599,hello@maisonmalmo.com,"KULGOAN, MIDC, BADLAPUR W-1, 421503, THANE, India",India,MALMO EXPORTS PRIVATE LIMITED,J26,"Maison Malmo has been manufacturing organic cotton bags, textile packaging and accessories since 1990. From our manufacturing...",THANE,
Mamlakt Al Oud Perfumes Trading LLC,khadlaj-perfumes.com,+97142352040,mamlaktaloud@yahoo.com,"Gold Souq Gate No. 3, 98912, Dubai, United Arab Emirates",United Arab Emirates,Mamlakt Al Oud Perfumes Trading LLC,A12,,Dubai,
MANIA HOLIC,,+8210-2887-1820,park@maniaholic.com,"Jongno-gu, 03060, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",MANIA HOLIC,D09,"Founded in 2007, FIRSTMARKET CO., LTD. is a South Korean beauty company with a strong international focus. Since entering...",Seoul,
"Marketworld Co., Ltd.",marketworldkorea.com,+822-6421-9017,bymarketworld@naver.com,"B-1228 247 Gonghang-daero, Gangseo-gu, 07803, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","Marketworld Co., Ltd.",H21,"Turning Ideas Into Beauty, Beyond Borders.We believe great beauty products begin with a good idea and become meaningful through...",Seoul,
MARS COSMETICS PRIVATE LIMITED,marscosmetics.in,+919654254969,suramya.pasariya@marscosmetics.in,"Sector 2 45 & 90, 110039, New Delhi, India",India,MARS COSMETICS PRIVATE LIMITED,B11,"MARS Cosmetics is one of India’s fastest-growing premium beauty brands, redefining modern beauty through high-performance...",New Delhi,
MarsLabs,,+8210-8280-8203,carol.kim@tonextchapter.com,"111 Seongsuil-ro Seongdong-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",MarsLabs,G34,"BAREN is Korea's No.1 professional foot & body care brand, built around one simple idea: salon-grade results, made easy at...",Seoul,
Maruderm Guzellik ve Kozmetik Urunleri San. Tic. As,skcosmetics.ae,+905374740624,altug@maruderm.com,"Orhan Gazi Mah Sanati Cad. 1 Blok No. 9, 34000, Istanbul, Türkiye",Türkiye,Maruderm Guzellik ve Kozmetik Urunleri San. Tic. As,D12,About Us Maru.Derm is a science-driven dermocosmetics brand committed to delivering clinically effective skincare solutions...,Istanbul,
Mashi Exports India Private Limited,mashiexports.com,+919960014250,shivam@mashiexports.com,"Old Rajendra Nagar 31/7, 110060, New Ddelhi, India",India,Mashi Exports India Private Limited,1-H16,Mashi Exports India Private Limited is a leading manufacturer and exporter of high-quality henna products. We take pride...,New Ddelhi,
Maskatiya Industries Pvt. Ltd.,,+9235588052,saeeda.khan@olivia.com.pk,"GJ-03-A3, 75190, Karachi, Pakistan",Pakistan,Maskatiya Industries Pvt. Ltd.,C28,"Olivia Cosmetics have been established in 1982 under the dynamic leadership and guidance of our founder and chairman, Abdul...",Karachi,
Mattar Osais General Trading LLC,,,emad.othman@mattarosais.com,"Asoor Street, Diera, 96190, Dubai, United Arab Emirates",United Arab Emirates,Mattar Osais General Trading LLC,G12,Melano pharma Group A Pioneer in the middle east and africa specialized in the manufacture of medicnes and perfumes egyptian...,Dubai,
Max Industries,maxindustries.in,+919833868820,nikulpancholi@maxindustries.in,"Dewan & Shah Industrial Estate No. 4, Vasai, 401208, Mumbai, India",India,Max Industries,B26,"Established by Mr. Nilesh Pancholi in 2011, Max Industries has been a trusted name in manufacturing high-quality filling...",Mumbai,
Max Philip,,+33755815663,info@ghaliorparis.fr,"Avenue des champs Élysées 66, 75008, Paris, France",France,Max Philip,C38,"""Emotions are often intangible, so we strive to bring them to life through our ABSTRACT and EVOCATIVE creations"" We Believe...",Paris,
MAXIBRASIL INDUSTRIA DE COSMETICOS LTDA.,maxibrasil.com.br,+553199174-2074,wagner@maxibrasil.com.br,"de Oliveira, 798, 31230-532, Belo Horizonte, Brazil",Brazil,MAXIBRASIL INDUSTRIA DE COSMETICOS LTDA.,C37,Maxibrasil is a Brazilian manufacturer present in the brazilian market since the year of 2000 and abroad since 2016. The...,Belo Horizonte,
Maximus Industria e Comercio Importacao e Exportacao de Cosmeticos LTDA,,+553799938-8888,awad.mohd85@gmail.com,"Rua Sebastiao Severino da Paz,, 13170-001, Sumaré - SP, Brazil",Brazil,Maximus Industria e Comercio Importacao e Exportacao de Cosmeticos LTDA,C21,,Sumaré - SP,
"Maypharm Co., Ltd.",maypharm.co.kr,+8221057186086,erick.kim@maypharm.co.kr,"15F, 205-27, Gasan digital 1-ro 1515, 08503, Geumcheon-gu, Korea, the Republic of (South)","Korea, the Republic of (South)","Maypharm Co., Ltd.",D12,"Since its founding in 2009, Maypharm has been dedicated to advancing the dermaceutical and medical aesthetics industry. Our...",Geumcheon-gu,
"MBEAUTY COSMETICS CO.,LTD",mbeautycosmetic.com,+8210-7124-1408,mbeautycos@gmail.com,"508, Mega Valley 268 Hagui-ro, Dongan-Gu, Anyang-s, Korea, the Republic of (South)","Korea, the Republic of (South)","MBEAUTY COSMETICS CO.,LTD",A26,"MBeauty Cosmetics Co., Ltd is specialized in exporting cosmetic products in our brand and private label. We have variety...",Anyang-s,
MDCI PARIS,parfumsmdci.com,+33687831271,contact@parfumsmdci.com,"Allée es Lilas 3, 05019, Paris, France",France,MDCI PARIS,D29,"MDCI Parfums : Fine Fragrances, Unique Flacons www.parfumsmdci.com Brand Origin and History Created in 2000 and founded...",Paris,
"Mediquitous Co., Ltd.",,+822-2179-9112,global_sales@anillo.co.kr,"Jiyoung-bldg. Gangnam-gu 4F, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","Mediquitous Co., Ltd.",C26,Anillo is a K-Beauty brand that combines Korean beauty principles with perfume-focused hair and body care rituals. The brand's...,Seoul,
Meditherapy,meditherapy.co.kr,+8210-2598-0228,yuri@meditherapy.co.kr,"06619, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Meditherapy,F16,[MEDITHERAPY]MEDITHERAPY is a beauty-tech home aesthetic brand with the slogan “Your Daily Skin Boost.” By connecting skincare...,Seoul,
"Meizhou Hechengyuan Technology Co., Ltd.",,+8615109770715,suti_perioform@163.com,"Industrial Park Fuxing Rd., 514768, Meizhou, China",China,"Meizhou Hechengyuan Technology Co., Ltd.",H09,"Located in the economic hinterland of the Pearl River Delta, China, Meizhou Hechengyuan Technology Co., Ltd. is a biotech...",Meizhou,
MEJD TRADING LLC,,+971586046626,nilover@amorylondon.com,"Dubai Investments Park 1 S1-50, Dubai, United Arab Emirates",United Arab Emirates,MEJD TRADING LLC,G23,,Dubai,
Meli Bliss Natural Cosmetics llc-fz,skcosmetics.ae,+97111944425834,marise@melibliss.com,"MEYDAN ROAD NAD AL SHEBA, Dubai, United Arab Emirates",United Arab Emirates,Meli Bliss Natural Cosmetics llc-fz,H18,,Dubai,
Mena Cosmetics Co. Ltd.,menacream.com,+6628742730,menacream@gmail.com,"Bangnamcheud, Muang, 74000, Samutsakorn, Thailand",Thailand,Mena Cosmetics Co. Ltd.,B16,beautiful within 7 days,Samutsakorn,
"Merico Co., Ltd.",,+822-6925-3560,ymro0314@herbloom.co.kr,"Gonghang-daero 2F, 518, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","Merico Co., Ltd.",D16,"Mercico Co., Ltd. is a global vegan skincare company committed to delivering sustainable beauty. Under the slogan ""Everyday...",Seoul,
Messe Frankfurt Exhibition GmbH,,+496975755872,marcus.kehrein@messefrankfurt.com,"Ludwig-Erhard-Anlage 1, 60327, Frankfurt am Main, Germany",Germany,Messe Frankfurt Exhibition GmbH,,The Federal Republic of Germany supports German SMEs once again at Beautyworld Middle East through an official German Pavilion...,Frankfurt am Main,
METHODE ESPINASSE,methode-espinasse.com,+33603808378,valerie@methode-espinasse.com,"Rue de Washington 22, 75008, PARIS, France",France,METHODE ESPINASSE,C22,"BEAUTY IN A PILL. METHODE ESPINASSE is a French science-led beauty and longevity brand founded by Dr. Valérie Espinasse, Doctor...",PARIS,
"Metro Korea Co., Ltd.",,+8282234459975,metrokorea2000@naver.com,"Eonju-ro 85-gil, 25, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","Metro Korea Co., Ltd.",A37,"Established in 2000, Metro Korea is a leading trading and manufacturing company for skin care cosmetics, aesthetic and medical...",Seoul,
MG International Fragrance Company,fragranceworld.ae,,alper.oztovi@dsm-firmenich.com,"CAD. No. 3306/ 1, 41400, Kocaeli, Türkiye",Türkiye,MG International Fragrance Company,B26,,Kocaeli,
Microcaps AG,microcaps.ch,+41447334550,info@microcaps.ch,"Wagistrasse 13, 8952, Schlieren, Switzerland",Switzerland,Microcaps AG,C12,Microcaps’ Perfume Pearls bring a new dimension to fine fragrance. Our patented microencapsulation technology transforms...,Schlieren,
Middle East Testing Services L.L.C.,,+971588913206,sales3@metslab.com,"123456, United Arab Emirates",United Arab Emirates,Middle East Testing Services L.L.C.,D21,,,
"Mijin Cosmetics Co., Ltd",skcosmetics.ae,+8254-461-8081,mijin_kor@mjcare.co.kr,"53-45, 1Gongdan-ro 6gil, 39155, Gumi-si, Korea, the Republic of (South)","Korea, the Republic of (South)","Mijin Cosmetics Co., Ltd",E11,,Gumi-si,
MILANO BEAUTY,beautyandperfumeintl.com,+971501009584,khalil-kh@hotmail.com,"ALKHALEGE STREET, Dubai, United Arab Emirates",United Arab Emirates,MILANO BEAUTY,F10,"Discover the Secret to the Perfect Look with Milano BeautyAt Milano Beauty, we believe that true beauty begins with the details...",Dubai,
Milia Cosmetics Mat. Tr. LLC,skcosmetics.ae,+97165595060,purchase@milliacosmetics.com,"114033, United Arab Emirates",United Arab Emirates,Milia Cosmetics Mat. Tr. LLC,A12,"Millia Cosmetics Factory has been established in United Arab Emirates since 1997 based on good facilities over of 150,000...",,
Milton-Lloyd Ltd.,milton-lloyd.co.uk,+442086704433,jonny.j@milton-lloyd.co.uk,"Norwood High St, SE27 9NR, London, Great Britain and Northern Ireland",Great Britain and Northern Ireland,Milton-Lloyd Ltd.,C44,,London,
"MIMO CO., LTD.",mimonail.com,+8210-2873-6306,kkb0717@mimonail.com,"124 Sagimakgol-ro Jungwon-gu, 13207, Seongnam-si, Korea, the Republic of (South)","Korea, the Republic of (South)","MIMO CO., LTD.",G38,"OUR VISION""Empowering Global Charm, One Nail at a Time""MIMO Co., Ltd. embodies the allure encapsulated in its name, ""미모"" (MIMO...",Seongnam-si,
MINALYS,,+3333616981511,ag@olfactis.fr,"avenue du Maréchal Juin 1, 54000, NANCY, France",France,MINALYS,C34,,NANCY,
Miraculum Spolka Akcyjna,miraculum.pl,+48222034885,export@miraculum.pl,"Wschodu Slonca 8, 02-226, Warsaw, Poland",Poland,Miraculum Spolka Akcyjna,B27,"MIRACULUM is a Polish cosmetics company with a rich history dating back to 1924, when it was founded by Dr Leon Luster. The...",Warsaw,
Mirtec International Company,mirtec-int.com,+20225734512,export1@mirtec-int.com,"Industrial Zone, 11511, Cairo, Egypt",Egypt,Mirtec International Company,B11,"One of the largest loofah manufacturers and exporters in Egypt and worldwide, we are based in Cairo, Egypt. We have a customer...",Cairo,
Missgel HK Limited,missgel.com,+852036689493,rebecca.cheng@hongkong.messefrankfurt.com,"Hoi, Yuen Road 45, Kowloon, Hong Kong",Hong Kong,Missgel HK Limited,F34,"MissGel, established in 2011, is a premier manufacturer specializing in professional UV/LED nail gel products and personal...",Kowloon,
MIWAVE FOR COSMETICS - L.L.C. - S.P.C.,wa.me,+971508038748,hello@miwave.cme,"Al Tatawwur St, 20028, Abu Dhabi, United Arab Emirates",United Arab Emirates,MIWAVE FOR COSMETICS - L.L.C. - S.P.C.,G40,"MIWAVE is a cosmetics company based in the UAE and Korea, dedicated to creating innovative skincare solutions that combine...",Abu Dhabi,
Mixsoon (Parket.inc),,,,"6, Dosan-daero 45-gil, #202, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Mixsoon (Parket.inc),F26,"MIXSOON is a premium Korean skincare brand dedicated to delivering healthy, radiant skin through simple, effective, and ingredient...",Seoul,
MIZCOSMETIC,,+8210-9599-4482,sy0956@naver.com,"A2802 ,43, Iljik-ro Gwangmyeong-si, Gyeonggi-do, Korea, the Republic of (South)","Korea, the Republic of (South)",MIZCOSMETIC,E22,,Gyeonggi-do,
Mlay International Limited,,,noemail@noemail.com,"148 Electric Road, Hong Kong, Hong Kong",Hong Kong,Mlay International Limited,F28,,Hong Kong,
MMC Cosmetics Private Limited,skcosmetics.ae,+923314494795,ali.yazdani@mmccosmetics.com,"Qadir Pur Rawan Bypass, 66000, Multan, Pakistan",Pakistan,MMC Cosmetics Private Limited,F18,"MMC Cosmetics® was born in the historic city of Multan, crafted with passion, purpose and love for beauty. Founded in 2010...",Multan,
Moellhausen ME FZE,,+971543566345,mktg@moellhausen.com,"Jafza One Tower A, Unit 608- 609, Dubai, United Arab Emirates",United Arab Emirates,Moellhausen ME FZE,D26,"Moellhausen is a distinguished Italian company and a global forerunner in the field of fragrance compounds, essential oils...",Dubai,
Mohammad Hashim Tajir Surma,hashmisurma.com,+9221111427464,hashmiusa@hotmail.com,"MA Jinnah Road, 74450, Karachi, Pakistan",Pakistan,Mohammad Hashim Tajir Surma,E26,Pakistani Exporter’s Company Profile Contact Information: Company Name: Mohammad Hashim Tajir Surma Contact Person...,Karachi,
"Moksha (Hong Kong) Biotechnology Co., Limited",moksha-bio.com,+8613364401300,carpo@moksha-bio.com,"2C Argyle Street, Hong Kong, Hong Kong",Hong Kong,"Moksha (Hong Kong) Biotechnology Co., Limited",C28,"Established in 2006, Moksha Group is a premier cosmetic contract manufacturer offering full-service solutions. We provide...",Hong Kong,
Montplet,alcoholesmontplet.com,,jburcet@alcoholesmontplet.com,"Vía Trajana, 53- 59, 08020, Barcelona, Spain",Spain,Montplet,H11,,Barcelona,
MORESURE,moresure0.cafe24.com,+8210-4660-0914,soojin@moreleon.com,"41, Gangnam-daero 162-gil,Gangnam-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",MORESURE,A31,"FOCUSED ON WHAT YOUR SKIN NEEDS MORESURE was born in a world saturated with countless brands and products, driven by a singular...",Seoul,
MOZAIKA,,+33781508553,hachemparfums@gmail.com,"rue Anselme Rondenay 54, 94400, VITRY SUR SINE, France",France,MOZAIKA,D35,,VITRY SUR SINE,
MPlus Cosmetics SRL,skcosmetics.ae,+39287196950,chiara.confalonier@mpluscosmetics.com,"Via Carlo Cattaneo, 20065, INZAGO, Italy",Italy,MPlus Cosmetics SRL,G11,"MPlus Cosmetics is a contract manufacturer based in Inzago (Milan), specialized in the creation, development and manufacturing...",INZAGO,
Msagara Trading SARLAU,msagarapackage.com,+2125246-17358,kwame19891@outlook.com,"Rue 28 9, 46000, Safi, Morocco",Morocco,Msagara Trading SARLAU,SM-G18,"Nestled in the dynamic landscape of Morocco’s packaging industry, Msagara Package Ltd stands as a trusted manufacturer and...",Safi,
Multi System Technology FZE,multisys.me,+97165579929,sales@multisys.me,"Sharjah Airport International Free Zone, 121710, Sharjah, United Arab Emirates",United Arab Emirates,Multi System Technology FZE,F12,Welcome to Labelgraff—your partner in unlocking the full potential of in-house labelling and packaging production. From entry...,Sharjah,
My Perfume Factory LLC,khadlaj-perfumes.com,+971561015043,nitinsiyal@myperfumes.com,"25984, United Arab Emirates",United Arab Emirates,My Perfume Factory LLC,A32,"MY PERFUMES My Perfumes, is a leading UAE-based fragrance house with footprint across perfume manufacturing, distribution...",,
MyFair Corp.,,+8231-942-0519,hayley@myfair.co,"85, 06180, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",MyFair Corp.,G28,,Seoul,
Myosotis SRL,,+39045502641,orising@orising.it,"Via XX Settembre, 9, 37129, Verona, Italy",Italy,Myosotis SRL,C10,"Myosotis Srl is an Italian company with over 30 years of expertise in the trichological field, founded on the passion and...",Verona,
Mysore Deep Perfumery House,,+919009577736,mohit@zedblack.com,"9/8 SAD Annex, 452010, Indore, India",India,Mysore Deep Perfumery House,"H46, H46","It is with great pleasure that we introduce Mysore Deep Perfumery House (MDPH), one of India's top three manufacturers and...",Indore,
N&K Cosmetics Developments Ltd.,n-k-cosmetics.com,+359977784043,zornitsa@n-k-cosmetics.com,"Gradina Street, 2400, Radomir, Bulgaria",Bulgaria,N&K Cosmetics Developments Ltd.,C12,"N&K Cosmetics is a private label manufacturer of a full range color cosmetic products, based in Bulgaria. The company offers...",Radomir,
Nabeel Perfume Industries FZE,nabeel.com,+97165089999,info@nabeel.com,"Sharjah International Airport Free Zone, Sharjah, United Arab Emirates",United Arab Emirates,Nabeel Perfume Industries FZE,A24,"Nabeel- With more than 5 decades of expertise in crafting some of the most enchanting and enticing Oriental fragrances, Nabeel...",Sharjah,
Nai Golden Line For Cleaning Materials Trading & Cleaning Services Co,goldineline-nai.iq,+9647713436261,info@goldineline-nai.iq,"Al-Karadah Street 52 - Al-Qadir Complex, 10001, Baghdad, Iraq",Iraq,Nai Golden Line For Cleaning Materials Trading & Cleaning Services Co,E26,,Baghdad,
Namaste Laboratories,,+971585468576,koppillethu.madhu@dabur.com,"Near Roundabout 5 Gate No. 3, Dubai, United Arab Emirates",United Arab Emirates,Namaste Laboratories,A26,,Dubai,
Nano Professional,nanoprofessional.com,+971502813365,info@lightspeedme.com,"54 2B Street - Al Khabaisi - Deira - Dubai, United Arab Emirates",United Arab Emirates,Nano Professional,A27,"Nano® Professional is a professional nail care brand built around one clear purpose: to support nail artists, salons, educators...",,
"Nantong Liguo Glass Products Co., Ltd.",liguoglass.com,+8618962907968,sales01@liguoglass.com,"RUIJIANG RD, NO 6, 226100, HAIMEN, China",China,"Nantong Liguo Glass Products Co., Ltd.",K25,"NANTONG LIGUO GLASS PRODUCTS COMPANY LIMITED, supplies a great selection of perfume glass bottle, oil perfume bottle, cream...",HAIMEN,
Naseem Al Hadaeq Perfumes L.L.C,khadlaj-perfumes.com,+97142351953,info@naseemperfume.com,"Sikkat Al Khail Street, Near Gold Souq, 115042, Dubai, United Arab Emirates",United Arab Emirates,Naseem Al Hadaeq Perfumes L.L.C,G32,"Founded in the year 2000 by Mr. Ali Husain in Dubai, United Arab Emirates, Naseem Perfumes has established itself as a trailblazer...",Dubai,
Nationalpak Ltd.,,+8522462448,samho@natpak.com,"Kin Fat Street 11, Tuen Mun, Hong Kong",Hong Kong,Nationalpak Ltd.,M16,"Established in 1978, Natpak stands as a trailblazer in the realm of innovative packaging and display solutions, serving esteemed...",Tuen Mun,
"Natural (Int'l) Cosmetics Group Co., Limited",beautyandperfumeintl.com,+85213790814022,rebecca.cheng@hongkong.messefrankfurt.com,"Civic Commerical Building, Yau Ma Tei, Hong Kong",Hong Kong,"Natural (Int'l) Cosmetics Group Co., Limited",D27,"Natural Beauty, 20-year professional cosmetics manufacturer for high-and-mid-end cosmetics brands providing one-stop solution...",Yau Ma Tei,
Natural Bloom Corp,naturalbloom.com,+1626-877-8588,joanna@naturalbloom.com,"Vanguard Way 556, 92821, Brea, United States",United States,Natural Bloom Corp,D38,,Brea,
Natural Fragrances LLC,abcfragrances.com,+97165346834,,"26313, 0, United Arab Emirates",United Arab Emirates,Natural Fragrances LLC,E12,"Natural Fragrances LLC, founded in 1999 in the United Arab Emirates, is a trusted name in the perfume manufacturing industry...",,
Naytrual Beauty Ltd,beautyandperfumeintl.com,,hello@naytrualbeauty.com,"167 - 169 Great Portland Street, W1W 5PF, London, Great Britain and Northern Ireland",Great Britain and Northern Ireland,Naytrual Beauty Ltd,G14,"Naytrual Beauty is a British beauty brand creating intentional, innovative products designed to perform beyond expectation...",London,
Nazih Trading Co. LLC,nazih.com,+97165739392,mdsecretary@nazih.com,"18F, Sharjah, United Arab Emirates",United Arab Emirates,Nazih Trading Co. LLC,C12,"Established in 1975, Nazih Group has been in the beauty industry for over 48 years with over 200 retail stores across 21...",Sharjah,
NBDY,,+6017-6888351,pd@nbdy.world,"Jebel Ali Free Zone, Dubai, United Arab Emirates",United Arab Emirates,NBDY,B09,,Dubai,
ND END,,+8231-292-7050,overseassales@theskins.co.kr,"89 Seoho-ro Gyeonggi-do 1-307, Suwon-si, Korea, the Republic of (South)","Korea, the Republic of (South)",ND END,"C34, C34","NDEND is a Korean skincare brand created to deliver effective, sensorial, and modern skincare solutions for everyday needs...",Suwon-si,
Neo Parfums,sterlingparfums.com,+33493099929,marketing01@neoparfums.fr,"Route de Pegomas, 06130, GRASSE, France",France,Neo Parfums,D36,"Located in Grasse, France, the world's capital of perfumery, Néo Parfums creates and produces fragrance compositions for...",GRASSE,
"Neo-Medical Co., Ltd.",i-neomedical.com,+8231-8029-6601,neomedical89@gmail.com,", Jimunbuk-gil, Wongok-myeon, 89, Gyeonggi-do,, Korea, the Republic of (South)","Korea, the Republic of (South)","Neo-Medical Co., Ltd.",B14,,"Gyeonggi-do,",
Neu Cosmetics DMCC,skcosmetics.ae,+9714343446,,"48906, United Arab Emirates",United Arab Emirates,Neu Cosmetics DMCC,,"Established in 2013, Neu Cosmetics is a boutique distribution company based in the United Arab Emirates, driven by a passion...",,
New Cosmesy SRL,,+390290111844,marketing@newcosmesy.com,"21 Via Monte Rosa, 20149, Milan, Italy",Italy,New Cosmesy SRL,"C28, F28",New Cosmesy is a leading private label fragrance company. Was born in 1991 in Milan from an idea of Antonio Cinque. Character...,Milan,
New Gain Industrial Limited,,+8618420453976,clark.guo@newgain.cn,"1A-1L Tung Choi St., Hong Kong, Hong Kong",Hong Kong,New Gain Industrial Limited,"H39, A39","Since our founding, WMARK has grown into a premium one-stop supplier for full-spectrum barber and salon supplies. We offer...",Hong Kong,
New Power Packaging Co. Ltd,,+8613828478820,neo@np-pack.com,"No. 1 Guanghai Road, 510407, Guangzhou City,, China",China,New Power Packaging Co. Ltd,I09,"New Power Packaging Co., Ltd., established in 2019 and based in Guangzhou, China, is a specialist in designing and manufacturing...","Guangzhou City,",
"New Step International Co., Limited",newstep2000.com,+862138726417,info@newstep2000.com,"99 King Fuk Street, Hong Kong, Hong Kong",Hong Kong,"New Step International Co., Limited",C22,"Founded in 1997, Newstep is a leading manufacturer of custom cosmetic packaging solutions. With decades-long partnerships...",Hong Kong,
Nexxen Cosmetic,skcosmetics.ae,+822-2216-4501,gsales@leeblese.com,"Yeonmujang 5ga-gil E804 7, 04782, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Nexxen Cosmetic,C38,"Nexxen Cosmetic is a Korean cosmetics manufacturer based in Seoul, South Korea, with a long-standing history in the beauty...",Seoul,
